Building 60 4-fault-injected twowiki_real examples (bench_seed=42, IDENTICAL to rebuttal_experiment_d_real.py's set)...
Built 60 examples. seeds=[0, 1, 2], arms=['direct', 'self_refine', 'full_regen', 'react', 'selfcheckgpt']
  N=4 arm=direct real_2wiki_00139_e9e0014e0bd911eba7f7acde48001122 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2442,360)
  N=4 arm=react real_2wiki_01677_d94d1d720bdd11eba7f7acde48001122 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4949,673)
  N=4 arm=react real_2wiki_01689_8980fef608ab11ebbd82ac1f6bf848b6 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4787,953)
  N=4 arm=react real_2wiki_01689_8980fef608ab11ebbd82ac1f6bf848b6 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4787,953)
  N=4 arm=react real_2wiki_01689_8980fef608ab11ebbd82ac1f6bf848b6 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4785,853)
  N=4 arm=react real_2wiki_01752_cd73fa43092711ebbdaeac1f6bf848b6 seed=0: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4616,1172)
  N=4 arm=react real_2wiki_01752_cd73fa43092711ebbdaeac1f6bf848b6 seed=1: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4616,1172)
  N=4 arm=react real_2wiki_01752_cd73fa43092711ebbdaeac1f6bf848b6 seed=2: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4616,1066)
  N=4 arm=react real_2wiki_01768_ab715764085011ebbd57ac1f6bf848b6 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5131,1201)
  N=4 arm=react real_2wiki_01768_ab715764085011ebbd57ac1f6bf848b6 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5131,1201)
  N=4 arm=react real_2wiki_01768_ab715764085011ebbd57ac1f6bf848b6 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5132,965)
  N=4 arm=react real_2wiki_01776_61c0b6a40bda11eba7f7acde48001122 seed=0: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4621,996)
  N=4 arm=react real_2wiki_01776_61c0b6a40bda11eba7f7acde48001122 seed=1: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4621,996)
  N=4 arm=react real_2wiki_01776_61c0b6a40bda11eba7f7acde48001122 seed=2: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4620,638)
  N=4 arm=react real_2wiki_01791_0277d67a08c411ebbd8eac1f6bf848b6 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4504,1540)
  N=4 arm=react real_2wiki_01791_0277d67a08c411ebbd8eac1f6bf848b6 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4504,1540)
  N=4 arm=react real_2wiki_01791_0277d67a08c411ebbd8eac1f6bf848b6 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4504,1119)
  N=4 arm=react real_2wiki_02010_255fa5eb08af11ebbd83ac1f6bf848b6 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4970,918)
  N=4 arm=react real_2wiki_02010_255fa5eb08af11ebbd83ac1f6bf848b6 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4970,918)
  N=4 arm=react real_2wiki_02010_255fa5eb08af11ebbd83ac1f6bf848b6 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4971,924)
  N=4 arm=react real_2wiki_02153_a8f04a7f090211ebbdadac1f6bf848b6 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5236,1280)
  N=4 arm=react real_2wiki_02153_a8f04a7f090211ebbdadac1f6bf848b6 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5236,1280)
  N=4 arm=react real_2wiki_02153_a8f04a7f090211ebbdadac1f6bf848b6 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5236,848)
  N=4 arm=react real_2wiki_02197_c21eebb40bdb11eba7f7acde48001122 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4954,782)
  N=4 arm=react real_2wiki_02197_c21eebb40bdb11eba7f7acde48001122 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4954,782)
  N=4 arm=react real_2wiki_02197_c21eebb40bdb11eba7f7acde48001122 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4954,795)
  N=4 arm=react real_2wiki_02278_913ceb43088211ebbd6dac1f6bf848b6 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4886,1158)
  N=4 arm=react real_2wiki_02278_913ceb43088211ebbd6dac1f6bf848b6 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4886,1158)
  N=4 arm=react real_2wiki_02278_913ceb43088211ebbd6dac1f6bf848b6 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4886,1041)
  N=4 arm=react real_2wiki_02290_172fd661094811ebbdaeac1f6bf848b6 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4646,762)
  N=4 arm=react real_2wiki_02290_172fd661094811ebbdaeac1f6bf848b6 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4646,762)
  N=4 arm=react real_2wiki_02290_172fd661094811ebbdaeac1f6bf848b6 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4646,826)
  N=4 arm=react real_2wiki_02347_13c15658087311ebbd66ac1f6bf848b6 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4926,1013)
  N=4 arm=react real_2wiki_02347_13c15658087311ebbd66ac1f6bf848b6 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4926,1013)
  N=4 arm=react real_2wiki_02347_13c15658087311ebbd66ac1f6bf848b6 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4926,891)
  N=4 arm=react real_2wiki_02467_96beb0b3086111ebbd5dac1f6bf848b6 seed=0: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4438,917)
  N=4 arm=react real_2wiki_02467_96beb0b3086111ebbd5dac1f6bf848b6 seed=1: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4438,917)
  N=4 arm=react real_2wiki_02467_96beb0b3086111ebbd5dac1f6bf848b6 seed=2: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4438,1010)
  N=4 arm=react real_2wiki_02526_62e8b66a0bdc11eba7f7acde48001122 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4658,841)
  N=4 arm=react real_2wiki_02526_62e8b66a0bdc11eba7f7acde48001122 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4658,841)
  N=4 arm=react real_2wiki_02526_62e8b66a0bdc11eba7f7acde48001122 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4658,644)
  N=4 arm=react real_2wiki_02671_6bb30c3d090b11ebbdadac1f6bf848b6 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4676,939)
  N=4 arm=react real_2wiki_02671_6bb30c3d090b11ebbdadac1f6bf848b6 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4676,939)
  N=4 arm=react real_2wiki_02671_6bb30c3d090b11ebbdadac1f6bf848b6 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4675,857)
  N=4 arm=react real_2wiki_02677_6dd659b40bb011ebab90acde48001122 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5354,1077)
  N=4 arm=react real_2wiki_02677_6dd659b40bb011ebab90acde48001122 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5354,1077)
  N=4 arm=react real_2wiki_02677_6dd659b40bb011ebab90acde48001122 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5354,1447)
  N=4 arm=react real_2wiki_02816_02e56f360bde11eba7f7acde48001122 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4753,1519)
  N=4 arm=react real_2wiki_02816_02e56f360bde11eba7f7acde48001122 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4753,1519)
  N=4 arm=react real_2wiki_02816_02e56f360bde11eba7f7acde48001122 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4754,1311)
  N=4 arm=react real_2wiki_02882_3a148dcc0baf11ebab90acde48001122 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4880,917)
  N=4 arm=react real_2wiki_02882_3a148dcc0baf11ebab90acde48001122 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4880,917)
  N=4 arm=react real_2wiki_02882_3a148dcc0baf11ebab90acde48001122 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4880,1105)
  N=4 arm=react real_2wiki_03061_82e3e9be0bda11eba7f7acde48001122 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4392,1067)
  N=4 arm=react real_2wiki_03061_82e3e9be0bda11eba7f7acde48001122 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4392,1067)
  N=4 arm=react real_2wiki_03061_82e3e9be0bda11eba7f7acde48001122 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4391,835)
  N=4 arm=react real_2wiki_03099_917222f308c911ebbd92ac1f6bf848b6 seed=0: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4940,1014)
  N=4 arm=react real_2wiki_03099_917222f308c911ebbd92ac1f6bf848b6 seed=1: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4940,1014)
  N=4 arm=react real_2wiki_03099_917222f308c911ebbd92ac1f6bf848b6 seed=2: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4940,1038)
  N=4 arm=react real_2wiki_03208_faf6572008e411ebbda4ac1f6bf848b6 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4318,1009)
  N=4 arm=react real_2wiki_03208_faf6572008e411ebbda4ac1f6bf848b6 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4318,1009)
  N=4 arm=react real_2wiki_03208_faf6572008e411ebbda4ac1f6bf848b6 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4318,924)
  N=4 arm=react real_2wiki_03228_233e8a6108e611ebbda4ac1f6bf848b6 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4805,1015)
  N=4 arm=react real_2wiki_03228_233e8a6108e611ebbda4ac1f6bf848b6 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4805,1015)
  N=4 arm=react real_2wiki_03228_233e8a6108e611ebbda4ac1f6bf848b6 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4804,976)
  N=4 arm=react real_2wiki_03313_0aa92d8d08cf11ebbd94ac1f6bf848b6 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5074,1148)
  N=4 arm=react real_2wiki_03313_0aa92d8d08cf11ebbd94ac1f6bf848b6 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5074,1148)
  N=4 arm=react real_2wiki_03313_0aa92d8d08cf11ebbd94ac1f6bf848b6 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5074,1343)
  N=4 arm=react real_2wiki_03335_d528343e0bdd11eba7f7acde48001122 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4739,690)
  N=4 arm=react real_2wiki_03335_d528343e0bdd11eba7f7acde48001122 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4739,690)
  N=4 arm=react real_2wiki_03335_d528343e0bdd11eba7f7acde48001122 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4738,739)
  N=4 arm=react real_2wiki_03661_8d4352a7089111ebbd73ac1f6bf848b6 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5116,1154)
  N=4 arm=react real_2wiki_03661_8d4352a7089111ebbd73ac1f6bf848b6 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5116,1154)
  N=4 arm=react real_2wiki_03661_8d4352a7089111ebbd73ac1f6bf848b6 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5116,1285)
  N=4 arm=react real_2wiki_03966_48afc3280bb011ebab90acde48001122 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5071,1027)
  N=4 arm=react real_2wiki_03966_48afc3280bb011ebab90acde48001122 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5071,1027)
  N=4 arm=react real_2wiki_03966_48afc3280bb011ebab90acde48001122 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5072,1080)
  N=4 arm=react real_2wiki_04113_acfbbcd508f311ebbdaaac1f6bf848b6 seed=0: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5238,1222)
  N=4 arm=react real_2wiki_04113_acfbbcd508f311ebbdaaac1f6bf848b6 seed=1: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5238,1222)
  N=4 arm=react real_2wiki_04113_acfbbcd508f311ebbdaaac1f6bf848b6 seed=2: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5237,1300)
  N=4 arm=react real_2wiki_04134_b8df7ba80baf11ebab90acde48001122 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5070,1156)
  N=4 arm=react real_2wiki_04134_b8df7ba80baf11ebab90acde48001122 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5070,1156)
  N=4 arm=react real_2wiki_04134_b8df7ba80baf11ebab90acde48001122 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5070,962)
  N=4 arm=react real_2wiki_04549_664ed504085e11ebbd5cac1f6bf848b6 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4444,1134)
  N=4 arm=react real_2wiki_04549_664ed504085e11ebbd5cac1f6bf848b6 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4444,1134)
  N=4 arm=react real_2wiki_04549_664ed504085e11ebbd5cac1f6bf848b6 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4444,1227)
  N=4 arm=react real_2wiki_04656_0f0ccb9e0bdc11eba7f7acde48001122 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4082,810)
  N=4 arm=react real_2wiki_04656_0f0ccb9e0bdc11eba7f7acde48001122 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4082,810)
  N=4 arm=react real_2wiki_04656_0f0ccb9e0bdc11eba7f7acde48001122 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4082,1047)
  N=4 arm=react real_2wiki_04663_4a0422f00bb011ebab90acde48001122 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5086,831)
  N=4 arm=react real_2wiki_04663_4a0422f00bb011ebab90acde48001122 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5086,831)
  N=4 arm=react real_2wiki_04663_4a0422f00bb011ebab90acde48001122 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5085,608)
  N=4 arm=react real_2wiki_04905_f0d6f50c08eb11ebbda7ac1f6bf848b6 seed=0: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5064,884)
  N=4 arm=react real_2wiki_04905_f0d6f50c08eb11ebbda7ac1f6bf848b6 seed=1: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5064,884)
  N=4 arm=react real_2wiki_04905_f0d6f50c08eb11ebbda7ac1f6bf848b6 seed=2: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5064,1101)
  N=4 arm=react real_2wiki_05045_937ac6e2089b11ebbd78ac1f6bf848b6 seed=0: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4619,939)
  N=4 arm=react real_2wiki_05045_937ac6e2089b11ebbd78ac1f6bf848b6 seed=1: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4619,939)
