Building 60 4-fault-injected hotpotqa_real examples (bench_seed=42, scan_limit=40000)...
Built 60 examples. seeds=[0, 1, 2], model=llama-3.3-70b, arms=['direct', 'self_refine', 'full_regen', 'react', 'selfcheckgpt', 'reflexion', 'intro_specter']
  N=4 real_hotpotqa_00013_5a79ad485542994bb9457036 seed=0 arm=direct: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2303,343)
  N=4 real_hotpotqa_03223_5a7c67c15542990527d55498 seed=1 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(13620,380)
  N=4 real_hotpotqa_03223_5a7c67c15542990527d55498 seed=1 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(12991,486)
  N=4 real_hotpotqa_03223_5a7c67c15542990527d55498 seed=1 arm=intro_specter: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5226,568)
  N=4 real_hotpotqa_03223_5a7c67c15542990527d55498 seed=2 arm=direct: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2355,326)
  N=4 real_hotpotqa_03223_5a7c67c15542990527d55498 seed=2 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5181,931)
  N=4 real_hotpotqa_03223_5a7c67c15542990527d55498 seed=2 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4710,789)
  N=4 real_hotpotqa_03223_5a7c67c15542990527d55498 seed=2 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4763,778)
  N=4 real_hotpotqa_03223_5a7c67c15542990527d55498 seed=2 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(13620,417)
  N=4 real_hotpotqa_03223_5a7c67c15542990527d55498 seed=2 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(13347,571)
  N=4 real_hotpotqa_03223_5a7c67c15542990527d55498 seed=2 arm=intro_specter: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5335,705)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=0 arm=direct: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2374,257)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=0 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5123,753)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=0 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4748,544)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=0 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4801,716)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=0 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(13734,502)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=0 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(13149,656)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5277,759)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=1 arm=direct: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2374,326)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=1 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5192,794)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=1 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4748,494)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=1 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4801,814)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=1 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(13734,469)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=1 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(13371,581)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5346,915)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=2 arm=direct: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2374,255)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=2 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5121,993)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=2 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4748,511)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=2 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4801,758)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=2 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(13734,433)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=2 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(13170,491)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=2 arm=intro_specter: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5275,710)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=0 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2416,391)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=0 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5421,703)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=0 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4832,659)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=0 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4885,838)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=0 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13986,506)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=0 arm=reflexion: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(8470,1151)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=0 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5575,930)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=1 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2416,390)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=1 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5420,961)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=1 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4832,623)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=1 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4885,912)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=1 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13986,497)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=1 arm=reflexion: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13983,1155)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=1 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5574,928)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=2 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2416,390)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=2 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5420,604)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=2 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4832,663)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=2 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4885,857)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=2 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13986,476)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=2 arm=reflexion: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15199,1646)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=2 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5574,928)
  N=4 real_hotpotqa_03432_5a727ca45542994cef4bc2d8 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2334,343)
  N=4 real_hotpotqa_03432_5a727ca45542994cef4bc2d8 seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5155,1065)
  N=4 real_hotpotqa_03432_5a727ca45542994cef4bc2d8 seed=0 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4668,567)
  N=4 real_hotpotqa_03432_5a727ca45542994cef4bc2d8 seed=0 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4721,831)
  N=4 real_hotpotqa_03432_5a727ca45542994cef4bc2d8 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(13642,433)
  N=4 real_hotpotqa_03432_5a727ca45542994cef4bc2d8 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2334,343)
  N=4 real_hotpotqa_03432_5a727ca45542994cef4bc2d8 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5309,651)
  N=4 real_hotpotqa_03432_5a727ca45542994cef4bc2d8 seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2334,273)
  N=4 real_hotpotqa_03432_5a727ca45542994cef4bc2d8 seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5057,914)
  N=4 real_hotpotqa_03432_5a727ca45542994cef4bc2d8 seed=1 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4668,633)
  N=4 real_hotpotqa_03432_5a727ca45542994cef4bc2d8 seed=1 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4721,780)
  N=4 real_hotpotqa_03432_5a727ca45542994cef4bc2d8 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(13645,366)
  N=4 real_hotpotqa_03432_5a727ca45542994cef4bc2d8 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2334,273)
  N=4 real_hotpotqa_03432_5a727ca45542994cef4bc2d8 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5211,773)
  N=4 real_hotpotqa_03432_5a727ca45542994cef4bc2d8 seed=2 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2334,466)
  N=4 real_hotpotqa_03432_5a727ca45542994cef4bc2d8 seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5306,1113)
  N=4 real_hotpotqa_03432_5a727ca45542994cef4bc2d8 seed=2 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4668,741)
  N=4 real_hotpotqa_03432_5a727ca45542994cef4bc2d8 seed=2 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4721,985)
  N=4 real_hotpotqa_03432_5a727ca45542994cef4bc2d8 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(13638,591)
  N=4 real_hotpotqa_03432_5a727ca45542994cef4bc2d8 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2334,466)
  N=4 real_hotpotqa_03432_5a727ca45542994cef4bc2d8 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5460,784)
  N=4 real_hotpotqa_03601_5adc393f5542996e685252e7 seed=0 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2443,324)
  N=4 real_hotpotqa_03601_5adc393f5542996e685252e7 seed=0 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5410,954)
  N=4 real_hotpotqa_03601_5adc393f5542996e685252e7 seed=0 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4886,611)
  N=4 real_hotpotqa_03601_5adc393f5542996e685252e7 seed=0 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4939,796)
  N=4 real_hotpotqa_03601_5adc393f5542996e685252e7 seed=0 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14148,425)
  N=4 real_hotpotqa_03601_5adc393f5542996e685252e7 seed=0 arm=reflexion: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13939,514)
  N=4 real_hotpotqa_03601_5adc393f5542996e685252e7 seed=0 arm=intro_specter: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5564,857)
  N=4 real_hotpotqa_03601_5adc393f5542996e685252e7 seed=1 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2443,199)
  N=4 real_hotpotqa_03601_5adc393f5542996e685252e7 seed=1 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5201,701)
  N=4 real_hotpotqa_03601_5adc393f5542996e685252e7 seed=1 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4886,503)
  N=4 real_hotpotqa_03601_5adc393f5542996e685252e7 seed=1 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4939,598)
  N=4 real_hotpotqa_03601_5adc393f5542996e685252e7 seed=1 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14148,266)
  N=4 real_hotpotqa_03601_5adc393f5542996e685252e7 seed=1 arm=reflexion: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13321,421)
  N=4 real_hotpotqa_03601_5adc393f5542996e685252e7 seed=1 arm=intro_specter: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5355,642)
  N=4 real_hotpotqa_03601_5adc393f5542996e685252e7 seed=2 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2443,303)
  N=4 real_hotpotqa_03601_5adc393f5542996e685252e7 seed=2 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5389,1002)
  N=4 real_hotpotqa_03601_5adc393f5542996e685252e7 seed=2 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4886,559)
  N=4 real_hotpotqa_03601_5adc393f5542996e685252e7 seed=2 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4939,815)
  N=4 real_hotpotqa_03601_5adc393f5542996e685252e7 seed=2 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14148,385)
  N=4 real_hotpotqa_03601_5adc393f5542996e685252e7 seed=2 arm=reflexion: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13865,484)
  N=4 real_hotpotqa_03601_5adc393f5542996e685252e7 seed=2 arm=intro_specter: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5543,1034)
