Building 60 4-fault-injected hotpotqa_real examples (bench_seed=42, scan_limit=40000)...
Built 60 examples. seeds=[0, 1, 2], model=qwen-2.5-7b, arms=['direct', 'self_refine', 'full_regen', 'react', 'selfcheckgpt', 'reflexion', 'intro_specter']
  N=4 real_hotpotqa_00013_5a79ad485542994bb9457036 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2344,287)
  N=4 real_hotpotqa_03223_5a7c67c15542990527d55498 seed=2 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5227,785)
  N=4 real_hotpotqa_03223_5a7c67c15542990527d55498 seed=2 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4828,599)
  N=4 real_hotpotqa_03223_5a7c67c15542990527d55498 seed=2 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4881,866)
  N=4 real_hotpotqa_03223_5a7c67c15542990527d55498 seed=2 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(14195,497)
  N=4 real_hotpotqa_03223_5a7c67c15542990527d55498 seed=2 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(14232,1319)
  N=4 real_hotpotqa_03223_5a7c67c15542990527d55498 seed=2 arm=intro_specter: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5381,614)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=0 arm=direct: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2389,310)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5208,874)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=0 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4778,652)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=0 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4831,727)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=0 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(14100,563)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=0 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(14198,1326)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=0 arm=intro_specter: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5362,727)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=1 arm=direct: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2389,310)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5208,874)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=1 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4778,571)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=1 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4831,727)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=1 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(14056,530)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=1 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(14198,1326)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=1 arm=intro_specter: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5362,727)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=2 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2389,325)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=2 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5224,832)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=2 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4778,456)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=2 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4831,752)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(14050,536)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2389,325)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5378,793)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=0 arm=direct: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2494,261)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=0 arm=self_refine: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5296,620)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=0 arm=full_regen: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4988,410)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=0 arm=react: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5041,826)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14751,532)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=0 arm=reflexion: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2494,261)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=0 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5450,564)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=1 arm=direct: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2494,261)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=1 arm=self_refine: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5296,620)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=1 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4988,427)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=1 arm=react: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5041,826)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14732,513)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=1 arm=reflexion: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2494,261)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=1 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5450,564)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=2 arm=direct: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2494,260)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=2 arm=self_refine: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5295,645)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=2 arm=full_regen: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4988,579)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=2 arm=react: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5041,762)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14744,524)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=2 arm=reflexion: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2494,260)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=2 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5449,564)
  N=4 real_hotpotqa_03432_5a727ca45542994cef4bc2d8 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2374,278)
  N=4 real_hotpotqa_03432_5a727ca45542994cef4bc2d8 seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5118,801)
  N=4 real_hotpotqa_03432_5a727ca45542994cef4bc2d8 seed=0 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4748,444)
  N=4 real_hotpotqa_03432_5a727ca45542994cef4bc2d8 seed=0 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4801,745)
  N=4 real_hotpotqa_03432_5a727ca45542994cef4bc2d8 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(13860,376)
  N=4 real_hotpotqa_03432_5a727ca45542994cef4bc2d8 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2374,278)
  N=4 real_hotpotqa_03432_5a727ca45542994cef4bc2d8 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5272,720)
  N=4 real_hotpotqa_03432_5a727ca45542994cef4bc2d8 seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2374,278)
  N=4 real_hotpotqa_03432_5a727ca45542994cef4bc2d8 seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5118,801)
  N=4 real_hotpotqa_03432_5a727ca45542994cef4bc2d8 seed=1 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4748,425)
  N=4 real_hotpotqa_03432_5a727ca45542994cef4bc2d8 seed=1 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4801,745)
  N=4 real_hotpotqa_03432_5a727ca45542994cef4bc2d8 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(13860,376)
  N=4 real_hotpotqa_03432_5a727ca45542994cef4bc2d8 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2374,278)
  N=4 real_hotpotqa_03432_5a727ca45542994cef4bc2d8 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5272,720)
  N=4 real_hotpotqa_03432_5a727ca45542994cef4bc2d8 seed=2 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2374,166)
  N=4 real_hotpotqa_03432_5a727ca45542994cef4bc2d8 seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4964,518)
  N=4 real_hotpotqa_03432_5a727ca45542994cef4bc2d8 seed=2 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4748,338)
  N=4 real_hotpotqa_03432_5a727ca45542994cef4bc2d8 seed=2 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4801,847)
  N=4 real_hotpotqa_03432_5a727ca45542994cef4bc2d8 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(13860,264)
  N=4 real_hotpotqa_03432_5a727ca45542994cef4bc2d8 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2374,166)
  N=4 real_hotpotqa_03432_5a727ca45542994cef4bc2d8 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5118,454)
  N=4 real_hotpotqa_03601_5adc393f5542996e685252e7 seed=0 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2498,131)
  N=4 real_hotpotqa_03601_5adc393f5542996e685252e7 seed=0 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5158,366)
  N=4 real_hotpotqa_03601_5adc393f5542996e685252e7 seed=0 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4996,363)
  N=4 real_hotpotqa_03601_5adc393f5542996e685252e7 seed=0 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5049,613)
  N=4 real_hotpotqa_03601_5adc393f5542996e685252e7 seed=0 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14625,253)
  N=4 real_hotpotqa_03601_5adc393f5542996e685252e7 seed=0 arm=reflexion: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13434,633)
  N=4 real_hotpotqa_03601_5adc393f5542996e685252e7 seed=0 arm=intro_specter: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5312,332)
  N=4 real_hotpotqa_03601_5adc393f5542996e685252e7 seed=1 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2498,131)
  N=4 real_hotpotqa_03601_5adc393f5542996e685252e7 seed=1 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5158,366)
  N=4 real_hotpotqa_03601_5adc393f5542996e685252e7 seed=1 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4996,396)
  N=4 real_hotpotqa_03601_5adc393f5542996e685252e7 seed=1 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5049,613)
  N=4 real_hotpotqa_03601_5adc393f5542996e685252e7 seed=1 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14636,259)
  N=4 real_hotpotqa_03601_5adc393f5542996e685252e7 seed=1 arm=reflexion: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13434,633)
  N=4 real_hotpotqa_03601_5adc393f5542996e685252e7 seed=1 arm=intro_specter: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5312,332)
  N=4 real_hotpotqa_03601_5adc393f5542996e685252e7 seed=2 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2498,130)
  N=4 real_hotpotqa_03601_5adc393f5542996e685252e7 seed=2 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5157,427)
  N=4 real_hotpotqa_03601_5adc393f5542996e685252e7 seed=2 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4996,245)
  N=4 real_hotpotqa_03601_5adc393f5542996e685252e7 seed=2 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5049,585)
  N=4 real_hotpotqa_03601_5adc393f5542996e685252e7 seed=2 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14623,244)
  N=4 real_hotpotqa_03601_5adc393f5542996e685252e7 seed=2 arm=reflexion: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13412,621)
  N=4 real_hotpotqa_03601_5adc393f5542996e685252e7 seed=2 arm=intro_specter: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5311,327)
  N=4 real_hotpotqa_03718_5abd14c455429924427fceec seed=0 arm=direct: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2336,331)
  N=4 real_hotpotqa_03718_5abd14c455429924427fceec seed=0 arm=self_refine: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5089,959)
  N=4 real_hotpotqa_03718_5abd14c455429924427fceec seed=0 arm=full_regen: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4672,553)
  N=4 real_hotpotqa_03718_5abd14c455429924427fceec seed=0 arm=react: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4725,769)
  N=4 real_hotpotqa_03718_5abd14c455429924427fceec seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(13815,614)
