Resuming arm=direct: 62 (task_id, seed) rows already present, will be skipped.
Resuming arm=self_refine: 62 (task_id, seed) rows already present, will be skipped.
Resuming arm=full_regen: 61 (task_id, seed) rows already present, will be skipped.
Resuming arm=react: 62 (task_id, seed) rows already present, will be skipped.
Resuming arm=selfcheckgpt: 61 (task_id, seed) rows already present, will be skipped.
Resuming arm=reflexion: 60 (task_id, seed) rows already present, will be skipped.
Resuming arm=intro_specter: 60 (task_id, seed) rows already present, will be skipped.
Building 60 recipes native-multi-fault (N=5) examples (bench_seed=42)...
Built 60 examples. seeds=[0, 1, 2], model=qwen-2.5-7b, arms=['direct', 'self_refine', 'full_regen', 'react', 'selfcheckgpt', 'reflexion', 'intro_specter']
  N=5 recipes_nonsynth_mf5_000021 seed=0 arm=reflexion: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=2/5 tokens=(8888,2354)
  N=5 recipes_nonsynth_mf5_000047 seed=1 arm=selfcheckgpt: per_fault={'time_limit': True, 'calories': True, 'servings': True, 'excl_ingredient_1': False, 'excl_ingredient_2': True} all_resolved=False n_resolved=4/5 tokens=(13958,2755)
  N=5 recipes_nonsynth_mf5_000047 seed=1 arm=reflexion: per_fault={'time_limit': True, 'calories': True, 'servings': True, 'excl_ingredient_1': False, 'excl_ingredient_2': True} all_resolved=False n_resolved=4/5 tokens=(10122,3138)
  N=5 recipes_nonsynth_mf5_000047 seed=1 arm=intro_specter: per_fault={'time_limit': True, 'calories': True, 'servings': True, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=3/5 tokens=(3066,1397)
  N=5 recipes_nonsynth_mf5_000047 seed=2 arm=direct: per_fault={'time_limit': True, 'calories': False, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=1/5 tokens=(936,1011)
  N=5 recipes_nonsynth_mf5_000047 seed=2 arm=self_refine: per_fault={'time_limit': True, 'calories': False, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': False} all_resolved=False n_resolved=2/5 tokens=(3083,2312)
  N=5 recipes_nonsynth_mf5_000047 seed=2 arm=full_regen: per_fault={'time_limit': True, 'calories': False, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': False} all_resolved=False n_resolved=2/5 tokens=(1872,1844)
  N=5 recipes_nonsynth_mf5_000047 seed=2 arm=react: per_fault={'time_limit': False, 'calories': False, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': False} all_resolved=False n_resolved=1/5 tokens=(1925,2208)
  N=5 recipes_nonsynth_mf5_000047 seed=2 arm=selfcheckgpt: per_fault={'time_limit': True, 'calories': False, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=1/5 tokens=(14520,2959)
  N=5 recipes_nonsynth_mf5_000047 seed=2 arm=reflexion: per_fault={'time_limit': True, 'calories': False, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': True} all_resolved=False n_resolved=3/5 tokens=(11147,3595)
  N=5 recipes_nonsynth_mf5_000047 seed=2 arm=intro_specter: per_fault={'time_limit': False, 'calories': False, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=0/5 tokens=(3237,2089)
  N=5 recipes_nonsynth_mf5_000048 seed=0 arm=direct: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': True} all_resolved=False n_resolved=3/5 tokens=(933,655)
  N=5 recipes_nonsynth_mf5_000048 seed=0 arm=self_refine: per_fault={'time_limit': True, 'calories': False, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': True} all_resolved=False n_resolved=3/5 tokens=(2770,1690)
  N=5 recipes_nonsynth_mf5_000048 seed=0 arm=full_regen: per_fault={'time_limit': True, 'calories': False, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': True} all_resolved=False n_resolved=3/5 tokens=(1866,1433)
  N=5 recipes_nonsynth_mf5_000048 seed=0 arm=react: per_fault={'time_limit': True, 'calories': False, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': True} all_resolved=False n_resolved=3/5 tokens=(1919,1562)
  N=5 recipes_nonsynth_mf5_000048 seed=0 arm=selfcheckgpt: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': True} all_resolved=False n_resolved=3/5 tokens=(10100,1896)
  N=5 recipes_nonsynth_mf5_000048 seed=0 arm=reflexion: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': True} all_resolved=False n_resolved=3/5 tokens=(9439,2621)
  N=5 recipes_nonsynth_mf5_000048 seed=0 arm=intro_specter: per_fault={'time_limit': True, 'calories': False, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': True} all_resolved=False n_resolved=2/5 tokens=(2924,1774)
  N=5 recipes_nonsynth_mf5_000048 seed=1 arm=direct: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': True} all_resolved=False n_resolved=3/5 tokens=(933,655)
  N=5 recipes_nonsynth_mf5_000048 seed=1 arm=self_refine: per_fault={'time_limit': True, 'calories': False, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': True} all_resolved=False n_resolved=3/5 tokens=(2770,1690)
  N=5 recipes_nonsynth_mf5_000048 seed=1 arm=full_regen: per_fault={'time_limit': False, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': True} all_resolved=False n_resolved=3/5 tokens=(1866,1218)
  N=5 recipes_nonsynth_mf5_000048 seed=1 arm=react: per_fault={'time_limit': True, 'calories': False, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': True} all_resolved=False n_resolved=3/5 tokens=(1919,1562)
  N=5 recipes_nonsynth_mf5_000048 seed=1 arm=selfcheckgpt: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': True} all_resolved=False n_resolved=3/5 tokens=(9820,1812)
  N=5 recipes_nonsynth_mf5_000048 seed=1 arm=reflexion: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': True} all_resolved=False n_resolved=3/5 tokens=(9439,2621)
  N=5 recipes_nonsynth_mf5_000048 seed=1 arm=intro_specter: per_fault={'time_limit': True, 'calories': False, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': True} all_resolved=False n_resolved=2/5 tokens=(2924,1774)
  N=5 recipes_nonsynth_mf5_000048 seed=2 arm=direct: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': True} all_resolved=False n_resolved=4/5 tokens=(933,535)
  N=5 recipes_nonsynth_mf5_000048 seed=2 arm=self_refine: per_fault={'time_limit': True, 'calories': False, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': True} all_resolved=False n_resolved=3/5 tokens=(2539,1598)
  N=5 recipes_nonsynth_mf5_000048 seed=2 arm=full_regen: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': True} all_resolved=False n_resolved=3/5 tokens=(1866,847)
  N=5 recipes_nonsynth_mf5_000048 seed=2 arm=react: per_fault={'time_limit': True, 'calories': False, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': True} all_resolved=False n_resolved=3/5 tokens=(1919,1403)
  N=5 recipes_nonsynth_mf5_000048 seed=2 arm=selfcheckgpt: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': True} all_resolved=False n_resolved=4/5 tokens=(9680,1638)
  N=5 recipes_nonsynth_mf5_000048 seed=2 arm=reflexion: per_fault={'time_limit': True, 'calories': True, 'servings': True, 'excl_ingredient_1': True, 'excl_ingredient_2': True} all_resolved=True n_resolved=5/5 tokens=(8346,2166)
  N=5 recipes_nonsynth_mf5_000048 seed=2 arm=intro_specter: per_fault={'time_limit': True, 'calories': False, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': True} all_resolved=False n_resolved=2/5 tokens=(2693,910)
  N=5 recipes_nonsynth_mf5_000049 seed=0 arm=direct: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': False} all_resolved=False n_resolved=3/5 tokens=(918,625)
  N=5 recipes_nonsynth_mf5_000049 seed=0 arm=self_refine: per_fault={'time_limit': True, 'calories': False, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': False} all_resolved=False n_resolved=2/5 tokens=(2599,1502)
  N=5 recipes_nonsynth_mf5_000049 seed=0 arm=full_regen: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': False} all_resolved=False n_resolved=3/5 tokens=(1836,1377)
  N=5 recipes_nonsynth_mf5_000049 seed=0 arm=react: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': False} all_resolved=False n_resolved=3/5 tokens=(1889,1750)
  N=5 recipes_nonsynth_mf5_000049 seed=0 arm=selfcheckgpt: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': False} all_resolved=False n_resolved=3/5 tokens=(10206,1695)
  N=5 recipes_nonsynth_mf5_000049 seed=0 arm=reflexion: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': False} all_resolved=False n_resolved=3/5 tokens=(8773,2370)
  N=5 recipes_nonsynth_mf5_000049 seed=0 arm=intro_specter: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': False} all_resolved=False n_resolved=3/5 tokens=(2753,1118)
  N=5 recipes_nonsynth_mf5_000049 seed=1 arm=direct: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': False} all_resolved=False n_resolved=3/5 tokens=(918,625)
  N=5 recipes_nonsynth_mf5_000049 seed=1 arm=self_refine: per_fault={'time_limit': True, 'calories': False, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': False} all_resolved=False n_resolved=2/5 tokens=(2599,1502)
  N=5 recipes_nonsynth_mf5_000049 seed=1 arm=full_regen: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=2/5 tokens=(1836,1199)
  N=5 recipes_nonsynth_mf5_000049 seed=1 arm=react: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': False} all_resolved=False n_resolved=3/5 tokens=(1889,1750)
  N=5 recipes_nonsynth_mf5_000049 seed=1 arm=selfcheckgpt: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': False} all_resolved=False n_resolved=3/5 tokens=(10107,1752)
  N=5 recipes_nonsynth_mf5_000049 seed=1 arm=reflexion: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': False} all_resolved=False n_resolved=3/5 tokens=(8773,2370)
  N=5 recipes_nonsynth_mf5_000049 seed=1 arm=intro_specter: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': False} all_resolved=False n_resolved=3/5 tokens=(2753,1118)
  N=5 recipes_nonsynth_mf5_000049 seed=2 arm=direct: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=2/5 tokens=(918,623)
  N=5 recipes_nonsynth_mf5_000049 seed=2 arm=self_refine: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': False} all_resolved=False n_resolved=3/5 tokens=(2553,1463)
  N=5 recipes_nonsynth_mf5_000049 seed=2 arm=full_regen: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=2/5 tokens=(1836,1163)
  N=5 recipes_nonsynth_mf5_000049 seed=2 arm=react: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': False} all_resolved=False n_resolved=3/5 tokens=(1889,1849)
  N=5 recipes_nonsynth_mf5_000049 seed=2 arm=selfcheckgpt: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=2/5 tokens=(10595,1814)
  N=5 recipes_nonsynth_mf5_000049 seed=2 arm=reflexion: per_fault={'time_limit': False, 'calories': True, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=1/5 tokens=(8517,2184)
  N=5 recipes_nonsynth_mf5_000049 seed=2 arm=intro_specter: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': False} all_resolved=False n_resolved=3/5 tokens=(2707,889)
  N=5 recipes_nonsynth_mf5_000050 seed=0 arm=direct: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=2/5 tokens=(923,753)
  N=5 recipes_nonsynth_mf5_000050 seed=0 arm=self_refine: per_fault={'time_limit': True, 'calories': True, 'servings': True, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=3/5 tokens=(2736,1947)
  N=5 recipes_nonsynth_mf5_000050 seed=0 arm=full_regen: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': True} all_resolved=False n_resolved=3/5 tokens=(1846,1451)
  N=5 recipes_nonsynth_mf5_000050 seed=0 arm=react: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=2/5 tokens=(1899,1851)
  N=5 recipes_nonsynth_mf5_000050 seed=0 arm=selfcheckgpt: per_fault={'time_limit': True, 'calories': True, 'servings': True, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=3/5 tokens=(12174,2239)
  N=5 recipes_nonsynth_mf5_000050 seed=0 arm=reflexion: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=2/5 tokens=(9403,2674)
  N=5 recipes_nonsynth_mf5_000050 seed=0 arm=intro_specter: per_fault={'time_limit': True, 'calories': True, 'servings': True, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=3/5 tokens=(2890,1480)
  N=5 recipes_nonsynth_mf5_000050 seed=1 arm=direct: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=2/5 tokens=(923,753)
  N=5 recipes_nonsynth_mf5_000050 seed=1 arm=self_refine: per_fault={'time_limit': True, 'calories': True, 'servings': True, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=3/5 tokens=(2736,1947)
  N=5 recipes_nonsynth_mf5_000050 seed=1 arm=full_regen: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=2/5 tokens=(1846,1388)
  N=5 recipes_nonsynth_mf5_000050 seed=1 arm=react: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=2/5 tokens=(1899,1851)
  N=5 recipes_nonsynth_mf5_000050 seed=1 arm=selfcheckgpt: per_fault={'time_limit': True, 'calories': True, 'servings': True, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=3/5 tokens=(12391,2356)
  N=5 recipes_nonsynth_mf5_000050 seed=1 arm=reflexion: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=2/5 tokens=(9403,2674)
  N=5 recipes_nonsynth_mf5_000050 seed=1 arm=intro_specter: per_fault={'time_limit': True, 'calories': True, 'servings': True, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=3/5 tokens=(2890,1480)
  N=5 recipes_nonsynth_mf5_000050 seed=2 arm=direct: per_fault={'time_limit': True, 'calories': True, 'servings': True, 'excl_ingredient_1': False, 'excl_ingredient_2': True} all_resolved=False n_resolved=4/5 tokens=(958,459)
  N=5 recipes_nonsynth_mf5_000050 seed=2 arm=self_refine: per_fault={'time_limit': False, 'calories': False, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': True} all_resolved=False n_resolved=1/5 tokens=(2506,1191)
  N=5 recipes_nonsynth_mf5_000050 seed=2 arm=full_regen: per_fault={'time_limit': False, 'calories': True, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=1/5 tokens=(1881,1356)
  N=5 recipes_nonsynth_mf5_000050 seed=2 arm=react: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': True} all_resolved=False n_resolved=3/5 tokens=(1934,1523)
  N=5 recipes_nonsynth_mf5_000050 seed=2 arm=selfcheckgpt: per_fault={'time_limit': True, 'calories': True, 'servings': True, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=3/5 tokens=(12943,2165)
  N=5 recipes_nonsynth_mf5_000050 seed=2 arm=reflexion: per_fault={'time_limit': True, 'calories': True, 'servings': True, 'excl_ingredient_1': False, 'excl_ingredient_2': True} all_resolved=False n_resolved=4/5 tokens=(8302,2074)
  N=5 recipes_nonsynth_mf5_000050 seed=2 arm=intro_specter: per_fault={'time_limit': True, 'calories': True, 'servings': True, 'excl_ingredient_1': False, 'excl_ingredient_2': True} all_resolved=False n_resolved=4/5 tokens=(2660,1236)
  N=5 recipes_nonsynth_mf5_000051 seed=0 arm=direct: per_fault={'time_limit': True, 'calories': True, 'servings': True, 'excl_ingredient_1': False, 'excl_ingredient_2': True} all_resolved=False n_resolved=4/5 tokens=(941,809)
  N=5 recipes_nonsynth_mf5_000051 seed=0 arm=self_refine: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': True} all_resolved=False n_resolved=3/5 tokens=(2884,1846)
  N=5 recipes_nonsynth_mf5_000051 seed=0 arm=full_regen: per_fault={'time_limit': True, 'calories': True, 'servings': True, 'excl_ingredient_1': False, 'excl_ingredient_2': True} all_resolved=False n_resolved=4/5 tokens=(1882,1296)
  N=5 recipes_nonsynth_mf5_000051 seed=0 arm=react: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': True} all_resolved=False n_resolved=3/5 tokens=(1935,2010)
  N=5 recipes_nonsynth_mf5_000051 seed=0 arm=selfcheckgpt: per_fault={'time_limit': True, 'calories': True, 'servings': True, 'excl_ingredient_1': False, 'excl_ingredient_2': True} all_resolved=False n_resolved=4/5 tokens=(13265,2617)
  N=5 recipes_nonsynth_mf5_000051 seed=0 arm=reflexion: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': True} all_resolved=False n_resolved=3/5 tokens=(10722,3767)
  N=5 recipes_nonsynth_mf5_000051 seed=0 arm=intro_specter: per_fault={'time_limit': True, 'calories': True, 'servings': True, 'excl_ingredient_1': False, 'excl_ingredient_2': True} all_resolved=False n_resolved=4/5 tokens=(3038,1740)
  N=5 recipes_nonsynth_mf5_000051 seed=1 arm=direct: per_fault={'time_limit': True, 'calories': True, 'servings': True, 'excl_ingredient_1': False, 'excl_ingredient_2': True} all_resolved=False n_resolved=4/5 tokens=(941,809)
