Building 60 4-fault-injected longmemeval_real examples (bench_seed=42, scan_limit=40000, model=mistral-nemo-12b provider=openrouter model_id=mistralai/mistral-nemo)...
Built 60 examples. seeds=[0, 1, 2], arms=['direct', 'self_refine', 'reflexion', 'full_regen', 'react', 'selfcheckgpt', 'intro_specter']
  model=mistral-nemo-12b N=4 arm=direct real_lme_00018_gpt4_d31cdae3 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2705,368)
  model=mistral-nemo-12b N=4 arm=react real_lme_01720_gpt4_4929293b seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5394,951)
  model=mistral-nemo-12b N=4 arm=react real_lme_01720_gpt4_4929293b seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5394,918)
  model=mistral-nemo-12b N=4 arm=react real_lme_01958_gpt4_fa19884d seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5434,877)
  model=mistral-nemo-12b N=4 arm=react real_lme_01958_gpt4_fa19884d seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5434,877)
  model=mistral-nemo-12b N=4 arm=react real_lme_01958_gpt4_fa19884d seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5434,661)
  model=mistral-nemo-12b N=4 arm=react real_lme_02098_d6062bb9 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5454,1052)
  model=mistral-nemo-12b N=4 arm=react real_lme_02098_d6062bb9 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5454,1052)
  model=mistral-nemo-12b N=4 arm=react real_lme_02098_d6062bb9 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5453,887)
  model=mistral-nemo-12b N=4 arm=react real_lme_02112_945e3d21 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5498,797)
  model=mistral-nemo-12b N=4 arm=react real_lme_02112_945e3d21 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5498,797)
  model=mistral-nemo-12b N=4 arm=react real_lme_02112_945e3d21 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5498,1024)
  model=mistral-nemo-12b N=4 arm=react real_lme_02119_gpt4_9a159967 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5291,416)
  model=mistral-nemo-12b N=4 arm=react real_lme_02119_gpt4_9a159967 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5291,416)
  model=mistral-nemo-12b N=4 arm=react real_lme_02119_gpt4_9a159967 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5292,661)
  model=mistral-nemo-12b N=4 arm=react real_lme_02276_4388e9dd seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5784,718)
  model=mistral-nemo-12b N=4 arm=react real_lme_02276_4388e9dd seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5784,718)
  model=mistral-nemo-12b N=4 arm=react real_lme_02276_4388e9dd seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5784,714)
  model=mistral-nemo-12b N=4 arm=react real_lme_02335_gpt4_7ddcf75f seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5676,520)
  model=mistral-nemo-12b N=4 arm=react real_lme_02335_gpt4_7ddcf75f seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5676,520)
  model=mistral-nemo-12b N=4 arm=react real_lme_02335_gpt4_7ddcf75f seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5676,593)
  model=mistral-nemo-12b N=4 arm=react real_lme_02374_b6019101 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5654,851)
  model=mistral-nemo-12b N=4 arm=react real_lme_02374_b6019101 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5654,851)
  model=mistral-nemo-12b N=4 arm=react real_lme_02374_b6019101 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5654,1068)
  model=mistral-nemo-12b N=4 arm=react real_lme_02431_bc149d6b seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5618,871)
  model=mistral-nemo-12b N=4 arm=react real_lme_02431_bc149d6b seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5618,871)
  model=mistral-nemo-12b N=4 arm=react real_lme_02431_bc149d6b seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5618,851)
  model=mistral-nemo-12b N=4 arm=react real_lme_02438_gpt4_e072b769 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5718,569)
  model=mistral-nemo-12b N=4 arm=react real_lme_02438_gpt4_e072b769 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5718,569)
  model=mistral-nemo-12b N=4 arm=react real_lme_02438_gpt4_e072b769 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5718,446)
  model=mistral-nemo-12b N=4 arm=react real_lme_02738_830ce83f seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5170,975)
  model=mistral-nemo-12b N=4 arm=react real_lme_02738_830ce83f seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5170,975)
  model=mistral-nemo-12b N=4 arm=react real_lme_02738_830ce83f seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5170,849)
  model=mistral-nemo-12b N=4 arm=react real_lme_02866_6e984302 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5294,663)
  model=mistral-nemo-12b N=4 arm=react real_lme_02866_6e984302 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5294,663)
  model=mistral-nemo-12b N=4 arm=react real_lme_02866_6e984302 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5294,715)
  model=mistral-nemo-12b N=4 arm=react real_lme_02918_gpt4_d84a3211 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(5254,770)
  model=mistral-nemo-12b N=4 arm=react real_lme_02918_gpt4_d84a3211 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(5254,770)
  model=mistral-nemo-12b N=4 arm=react real_lme_02918_gpt4_d84a3211 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5254,877)
  model=mistral-nemo-12b N=4 arm=react real_lme_02971_6071bd76 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5434,927)
  model=mistral-nemo-12b N=4 arm=react real_lme_02971_6071bd76 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5434,927)
  model=mistral-nemo-12b N=4 arm=react real_lme_02971_6071bd76 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5434,950)
  model=mistral-nemo-12b N=4 arm=react real_lme_02988_gpt4_8279ba03 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5732,961)
  model=mistral-nemo-12b N=4 arm=react real_lme_02988_gpt4_8279ba03 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5732,961)
  model=mistral-nemo-12b N=4 arm=react real_lme_02988_gpt4_8279ba03 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5732,538)
  model=mistral-nemo-12b N=4 arm=react real_lme_03038_7527f7e2 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5394,611)
  model=mistral-nemo-12b N=4 arm=react real_lme_03038_7527f7e2 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5394,611)
  model=mistral-nemo-12b N=4 arm=react real_lme_03038_7527f7e2 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5394,965)
  model=mistral-nemo-12b N=4 arm=react real_lme_03198_0bb5a684 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5266,843)
  model=mistral-nemo-12b N=4 arm=react real_lme_03198_0bb5a684 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5266,843)
  model=mistral-nemo-12b N=4 arm=react real_lme_03198_0bb5a684 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5266,733)
  model=mistral-nemo-12b N=4 arm=react real_lme_03261_60bf93ed seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(5518,1087)
  model=mistral-nemo-12b N=4 arm=react real_lme_03261_60bf93ed seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(5518,1087)
  model=mistral-nemo-12b N=4 arm=react real_lme_03261_60bf93ed seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(5518,686)
  model=mistral-nemo-12b N=4 arm=react real_lme_03337_gpt4_1916e0ea seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5954,833)
  model=mistral-nemo-12b N=4 arm=react real_lme_03337_gpt4_1916e0ea seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5954,833)
  model=mistral-nemo-12b N=4 arm=react real_lme_03337_gpt4_1916e0ea seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5954,1050)
  model=mistral-nemo-12b N=4 arm=react real_lme_03429_cc5ded98 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5270,585)
  model=mistral-nemo-12b N=4 arm=react real_lme_03429_cc5ded98 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5270,585)
  model=mistral-nemo-12b N=4 arm=react real_lme_03429_cc5ded98 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5270,826)
  model=mistral-nemo-12b N=4 arm=react real_lme_03568_c4f10528 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5436,917)
  model=mistral-nemo-12b N=4 arm=react real_lme_03568_c4f10528 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5436,917)
  model=mistral-nemo-12b N=4 arm=react real_lme_03568_c4f10528 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5436,523)
  model=mistral-nemo-12b N=4 arm=react real_lme_03671_71017276 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5268,607)
  model=mistral-nemo-12b N=4 arm=react real_lme_03671_71017276 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5268,607)
  model=mistral-nemo-12b N=4 arm=react real_lme_03671_71017276 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5268,609)
  model=mistral-nemo-12b N=4 arm=react real_lme_03718_gpt4_76048e76 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(5610,1624)
  model=mistral-nemo-12b N=4 arm=react real_lme_03718_gpt4_76048e76 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(5610,1624)
  model=mistral-nemo-12b N=4 arm=react real_lme_03718_gpt4_76048e76 seed=2: per_fault={'ctx': True, 'bullets': False, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(5610,1611)
  model=mistral-nemo-12b N=4 arm=react real_lme_03815_gpt4_e05b82a6 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5406,966)
  model=mistral-nemo-12b N=4 arm=react real_lme_03815_gpt4_e05b82a6 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5406,966)
  model=mistral-nemo-12b N=4 arm=react real_lme_03815_gpt4_e05b82a6 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': False} all_resolved=False n_resolved=3/4 tokens=(5406,1004)
  model=mistral-nemo-12b N=4 arm=react real_lme_03948_1a1907b4 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(6558,1534)
  model=mistral-nemo-12b N=4 arm=react real_lme_03948_1a1907b4 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(6558,1534)
  model=mistral-nemo-12b N=4 arm=react real_lme_03948_1a1907b4 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(6558,1283)
  model=mistral-nemo-12b N=4 arm=react real_lme_04636_ba358f49_abs seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5726,475)
  model=mistral-nemo-12b N=4 arm=react real_lme_04636_ba358f49_abs seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5726,475)
  model=mistral-nemo-12b N=4 arm=react real_lme_04636_ba358f49_abs seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5725,597)
  model=mistral-nemo-12b N=4 arm=react real_lme_04804_a89d7624 seed=0: per_fault={'ctx': False, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(6204,1175)
  model=mistral-nemo-12b N=4 arm=react real_lme_04804_a89d7624 seed=1: per_fault={'ctx': False, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(6204,1175)
  model=mistral-nemo-12b N=4 arm=react real_lme_04804_a89d7624 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6204,1077)
  model=mistral-nemo-12b N=4 arm=react real_lme_04855_eeda8a6d_abs seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5536,710)
  model=mistral-nemo-12b N=4 arm=react real_lme_04855_eeda8a6d_abs seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5536,710)
  model=mistral-nemo-12b N=4 arm=react real_lme_04855_eeda8a6d_abs seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5536,390)
  model=mistral-nemo-12b N=4 arm=react real_lme_05009_gpt4_a2d1d1f6 seed=0: per_fault={'ctx': False, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(5748,793)
  model=mistral-nemo-12b N=4 arm=react real_lme_05009_gpt4_a2d1d1f6 seed=1: per_fault={'ctx': False, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(5748,793)
  model=mistral-nemo-12b N=4 arm=react real_lme_05009_gpt4_a2d1d1f6 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5747,999)
  model=mistral-nemo-12b N=4 arm=react real_lme_05020_41275add seed=0: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4354,893)
  model=mistral-nemo-12b N=4 arm=react real_lme_05020_41275add seed=1: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4354,893)
  model=mistral-nemo-12b N=4 arm=react real_lme_05020_41275add seed=2: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4354,1038)
  model=mistral-nemo-12b N=4 arm=react real_lme_05138_603deb26 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5706,1044)
  model=mistral-nemo-12b N=4 arm=react real_lme_05138_603deb26 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5706,1044)
  model=mistral-nemo-12b N=4 arm=react real_lme_05138_603deb26 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5706,1121)
