Building 60 2-fault-injected longmemeval_real examples (bench_seed=42, scan_limit=3000, model=llama-3.3-70b provider=together model_id=meta-llama/Llama-3.3-70B-Instruct-Turbo)...
  model=llama-3.3-70b N=2 arm=react real_lme_00016_f8c5f88b seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4597,763)
  model=llama-3.3-70b N=2 arm=react real_lme_00016_f8c5f88b seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4597,829)
  model=llama-3.3-70b N=2 arm=react real_lme_00016_f8c5f88b seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4597,736)
  model=llama-3.3-70b N=2 arm=react real_lme_00018_gpt4_d31cdae3 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4799,881)
  model=llama-3.3-70b N=2 arm=react real_lme_00018_gpt4_d31cdae3 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4799,746)
  model=llama-3.3-70b N=2 arm=react real_lme_00018_gpt4_d31cdae3 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4799,811)
  model=llama-3.3-70b N=2 arm=react real_lme_00019_gpt4_e414231f seed=0: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(4673,733)
  model=llama-3.3-70b N=2 arm=react real_lme_00019_gpt4_e414231f seed=1: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(4673,685)
  model=llama-3.3-70b N=2 arm=react real_lme_00019_gpt4_e414231f seed=2: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(4673,762)
  model=llama-3.3-70b N=2 arm=react real_lme_00021_e56a43b9 seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4763,849)
  model=llama-3.3-70b N=2 arm=react real_lme_00021_e56a43b9 seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4763,735)
  model=llama-3.3-70b N=2 arm=react real_lme_00021_e56a43b9 seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4763,901)
  model=llama-3.3-70b N=2 arm=react real_lme_00022_6cb6f249 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4145,931)
  model=llama-3.3-70b N=2 arm=react real_lme_00022_6cb6f249 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4145,838)
  model=llama-3.3-70b N=2 arm=react real_lme_00022_6cb6f249 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4145,844)
  model=llama-3.3-70b N=2 arm=react real_lme_00023_e48988bc seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(3547,612)
  model=llama-3.3-70b N=2 arm=react real_lme_00023_e48988bc seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(3547,609)
  model=llama-3.3-70b N=2 arm=react real_lme_00023_e48988bc seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(3547,654)
  model=llama-3.3-70b N=2 arm=react real_lme_00025_gpt4_4929293b seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4301,1251)
  model=llama-3.3-70b N=2 arm=react real_lme_00025_gpt4_4929293b seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4301,971)
  model=llama-3.3-70b N=2 arm=react real_lme_00025_gpt4_4929293b seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4301,1321)
  model=llama-3.3-70b N=2 arm=react real_lme_00027_21d02d0d seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4601,748)
  model=llama-3.3-70b N=2 arm=react real_lme_00027_21d02d0d seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4601,881)
  model=llama-3.3-70b N=2 arm=react real_lme_00027_21d02d0d seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4601,709)
  model=llama-3.3-70b N=2 arm=react real_lme_00028_1f2b8d4f seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4457,828)
  model=llama-3.3-70b N=2 arm=react real_lme_00028_1f2b8d4f seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4457,927)
  model=llama-3.3-70b N=2 arm=react real_lme_00028_1f2b8d4f seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4457,751)
  model=llama-3.3-70b N=2 arm=react real_lme_00029_a11281a2 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4489,838)
  model=llama-3.3-70b N=2 arm=react real_lme_00029_a11281a2 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4489,870)
  model=llama-3.3-70b N=2 arm=react real_lme_00029_a11281a2 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4489,909)
  model=llama-3.3-70b N=2 arm=react real_lme_00030_1de5cff2 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(3879,849)
  model=llama-3.3-70b N=2 arm=react real_lme_00030_1de5cff2 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(3879,841)
  model=llama-3.3-70b N=2 arm=react real_lme_00030_1de5cff2 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(3879,845)
  model=llama-3.3-70b N=2 arm=react real_lme_00031_8ebdbe50 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(3915,735)
  model=llama-3.3-70b N=2 arm=react real_lme_00031_8ebdbe50 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(3915,749)
  model=llama-3.3-70b N=2 arm=react real_lme_00031_8ebdbe50 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(3915,748)
  model=llama-3.3-70b N=2 arm=react real_lme_00032_22d2cb42 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4295,729)
  model=llama-3.3-70b N=2 arm=react real_lme_00032_22d2cb42 seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4295,642)
  model=llama-3.3-70b N=2 arm=react real_lme_00032_22d2cb42 seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4295,572)
  model=llama-3.3-70b N=2 arm=react real_lme_00033_gpt4_385a5000 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4577,958)
  model=llama-3.3-70b N=2 arm=react real_lme_00033_gpt4_385a5000 seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4577,863)
  model=llama-3.3-70b N=2 arm=react real_lme_00033_gpt4_385a5000 seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4577,796)
  model=llama-3.3-70b N=2 arm=react real_lme_00034_95bcc1c8 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4351,747)
  model=llama-3.3-70b N=2 arm=react real_lme_00034_95bcc1c8 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4351,710)
  model=llama-3.3-70b N=2 arm=react real_lme_00034_95bcc1c8 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4351,916)
  model=llama-3.3-70b N=2 arm=react real_lme_00035_gpt4_2312f94c seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4299,712)
  model=llama-3.3-70b N=2 arm=react real_lme_00035_gpt4_2312f94c seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4299,918)
  model=llama-3.3-70b N=2 arm=react real_lme_00035_gpt4_2312f94c seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4299,715)
  model=llama-3.3-70b N=2 arm=react real_lme_00036_gpt4_468eb063 seed=0: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(4339,725)
  model=llama-3.3-70b N=2 arm=react real_lme_00036_gpt4_468eb063 seed=1: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(4339,783)
  model=llama-3.3-70b N=2 arm=react real_lme_00036_gpt4_468eb063 seed=2: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(4339,782)
  model=llama-3.3-70b N=2 arm=react real_lme_00037_faba32e5 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4369,845)
  model=llama-3.3-70b N=2 arm=react real_lme_00037_faba32e5 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4369,942)
  model=llama-3.3-70b N=2 arm=react real_lme_00037_faba32e5 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4369,877)
  model=llama-3.3-70b N=2 arm=react real_lme_00038_b86304ba seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4209,667)
  model=llama-3.3-70b N=2 arm=react real_lme_00038_b86304ba seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4209,670)
  model=llama-3.3-70b N=2 arm=react real_lme_00038_b86304ba seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4209,747)
  model=llama-3.3-70b N=2 arm=react real_lme_00039_gpt4_d6585ce8 seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(5181,851)
  model=llama-3.3-70b N=2 arm=react real_lme_00039_gpt4_d6585ce8 seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(5181,846)
  model=llama-3.3-70b N=2 arm=react real_lme_00039_gpt4_d6585ce8 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(5181,810)
  model=llama-3.3-70b N=2 arm=react real_lme_00040_gpt4_0b2f1d21 seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4325,1163)
  model=llama-3.3-70b N=2 arm=react real_lme_00040_gpt4_0b2f1d21 seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4325,1279)
  model=llama-3.3-70b N=2 arm=react real_lme_00040_gpt4_0b2f1d21 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4325,924)
  model=llama-3.3-70b N=2 arm=react real_lme_00042_gpt4_5501fe77 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4513,764)
  model=llama-3.3-70b N=2 arm=react real_lme_00042_gpt4_5501fe77 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4513,772)
  model=llama-3.3-70b N=2 arm=react real_lme_00042_gpt4_5501fe77 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4513,779)
  model=llama-3.3-70b N=2 arm=react real_lme_00043_c2ac3c61 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4497,747)
  model=llama-3.3-70b N=2 arm=react real_lme_00043_c2ac3c61 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4497,763)
  model=llama-3.3-70b N=2 arm=react real_lme_00043_c2ac3c61 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4497,1122)
  model=llama-3.3-70b N=2 arm=react real_lme_00044_gpt4_ec93e27f seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4301,910)
  model=llama-3.3-70b N=2 arm=react real_lme_00044_gpt4_ec93e27f seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4301,1234)
  model=llama-3.3-70b N=2 arm=react real_lme_00044_gpt4_ec93e27f seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4301,1077)
  model=llama-3.3-70b N=2 arm=react real_lme_00045_06db6396 seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4375,896)
  model=llama-3.3-70b N=2 arm=react real_lme_00045_06db6396 seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4375,971)
  model=llama-3.3-70b N=2 arm=react real_lme_00045_06db6396 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4375,1170)
  model=llama-3.3-70b N=2 arm=react real_lme_00047_f685340e seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4659,811)
  model=llama-3.3-70b N=2 arm=react real_lme_00047_f685340e seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4659,860)
  model=llama-3.3-70b N=2 arm=react real_lme_00047_f685340e seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4659,855)
  model=llama-3.3-70b N=2 arm=react real_lme_00048_dccbc061 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(3989,685)
  model=llama-3.3-70b N=2 arm=react real_lme_00048_dccbc061 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(3989,695)
  model=llama-3.3-70b N=2 arm=react real_lme_00048_dccbc061 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(3989,676)
  model=llama-3.3-70b N=2 arm=react real_lme_00049_0862e8bf_abs seed=0: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(4903,933)
  model=llama-3.3-70b N=2 arm=react real_lme_00049_0862e8bf_abs seed=1: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(4903,792)
  model=llama-3.3-70b N=2 arm=react real_lme_00049_0862e8bf_abs seed=2: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(4903,740)
  model=llama-3.3-70b N=2 arm=react real_lme_00050_0862e8bf seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4455,773)
  model=llama-3.3-70b N=2 arm=react real_lme_00050_0862e8bf seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4455,805)
  model=llama-3.3-70b N=2 arm=react real_lme_00050_0862e8bf seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4455,692)
  model=llama-3.3-70b N=2 arm=react real_lme_00051_2ebe6c90 seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4371,1202)
  model=llama-3.3-70b N=2 arm=react real_lme_00051_2ebe6c90 seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4371,1197)
  model=llama-3.3-70b N=2 arm=react real_lme_00051_2ebe6c90 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4371,980)
  model=llama-3.3-70b N=2 arm=react real_lme_00052_1faac195 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4415,1901)
  model=llama-3.3-70b N=2 arm=react real_lme_00052_1faac195 seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4415,1258)
  model=llama-3.3-70b N=2 arm=react real_lme_00052_1faac195 seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4415,1040)
  model=llama-3.3-70b N=2 arm=react real_lme_00053_21d02d0d seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4619,715)
  model=llama-3.3-70b N=2 arm=react real_lme_00053_21d02d0d seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4619,732)
  model=llama-3.3-70b N=2 arm=react real_lme_00053_21d02d0d seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4619,749)
  model=llama-3.3-70b N=2 arm=react real_lme_00054_603deb26 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4733,920)
  model=llama-3.3-70b N=2 arm=react real_lme_00054_603deb26 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4733,875)
  model=llama-3.3-70b N=2 arm=react real_lme_00054_603deb26 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4733,933)
  model=llama-3.3-70b N=2 arm=react real_lme_00055_7e974930 seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4467,759)
  model=llama-3.3-70b N=2 arm=react real_lme_00055_7e974930 seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4467,669)
  model=llama-3.3-70b N=2 arm=react real_lme_00055_7e974930 seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4467,883)
  model=llama-3.3-70b N=2 arm=react real_lme_00057_dd2973ad seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4585,934)
  model=llama-3.3-70b N=2 arm=react real_lme_00057_dd2973ad seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4585,735)
  model=llama-3.3-70b N=2 arm=react real_lme_00057_dd2973ad seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4585,1095)
  model=llama-3.3-70b N=2 arm=react real_lme_00058_b320f3f8 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4145,710)
  model=llama-3.3-70b N=2 arm=react real_lme_00058_b320f3f8 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4145,706)
  model=llama-3.3-70b N=2 arm=react real_lme_00058_b320f3f8 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4145,720)
  model=llama-3.3-70b N=2 arm=react real_lme_00059_2ebe6c90 seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4381,1028)
  model=llama-3.3-70b N=2 arm=react real_lme_00059_2ebe6c90 seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4381,1173)
  model=llama-3.3-70b N=2 arm=react real_lme_00059_2ebe6c90 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4381,863)
  model=llama-3.3-70b N=2 arm=react real_lme_00064_gpt4_e061b84f seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4879,921)
  model=llama-3.3-70b N=2 arm=react real_lme_00064_gpt4_e061b84f seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4879,889)
  model=llama-3.3-70b N=2 arm=react real_lme_00064_gpt4_e061b84f seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4879,952)
  model=llama-3.3-70b N=2 arm=react real_lme_00066_8e91e7d9 seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4105,973)
  model=llama-3.3-70b N=2 arm=react real_lme_00066_8e91e7d9 seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4105,866)
  model=llama-3.3-70b N=2 arm=react real_lme_00066_8e91e7d9 seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4105,711)
  model=llama-3.3-70b N=2 arm=react real_lme_00067_41698283 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4499,747)
  model=llama-3.3-70b N=2 arm=react real_lme_00067_41698283 seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4499,741)
  model=llama-3.3-70b N=2 arm=react real_lme_00067_41698283 seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4499,729)
