Building 60 4-fault-injected longmemeval_real examples (bench_seed=42, scan_limit=40000, model=qwen-2.5-7b provider=openrouter model_id=qwen/qwen-2.5-7b-instruct)...
Built 60 examples. seeds=[0, 1, 2], arms=['direct', 'self_refine', 'reflexion', 'full_regen', 'react', 'selfcheckgpt', 'intro_specter']
  model=qwen-2.5-7b N=4 arm=direct real_lme_00018_gpt4_d31cdae3 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2657,150)
  model=qwen-2.5-7b N=4 arm=react real_lme_02431_bc149d6b seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5547,467)
  model=qwen-2.5-7b N=4 arm=react real_lme_02431_bc149d6b seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5547,479)
  model=qwen-2.5-7b N=4 arm=react real_lme_02438_gpt4_e072b769 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5551,1272)
  model=qwen-2.5-7b N=4 arm=react real_lme_02438_gpt4_e072b769 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5551,1272)
  model=qwen-2.5-7b N=4 arm=react real_lme_02438_gpt4_e072b769 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5551,756)
  model=qwen-2.5-7b N=4 arm=react real_lme_02738_830ce83f seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5043,891)
  model=qwen-2.5-7b N=4 arm=react real_lme_02738_830ce83f seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5043,891)
  model=qwen-2.5-7b N=4 arm=react real_lme_02738_830ce83f seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5043,809)
  model=qwen-2.5-7b N=4 arm=react real_lme_02866_6e984302 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5175,634)
  model=qwen-2.5-7b N=4 arm=react real_lme_02866_6e984302 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5175,634)
  model=qwen-2.5-7b N=4 arm=react real_lme_02866_6e984302 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5175,669)
  model=qwen-2.5-7b N=4 arm=react real_lme_02918_gpt4_d84a3211 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5155,800)
  model=qwen-2.5-7b N=4 arm=react real_lme_02918_gpt4_d84a3211 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5155,800)
  model=qwen-2.5-7b N=4 arm=react real_lme_02918_gpt4_d84a3211 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5155,672)
  model=qwen-2.5-7b N=4 arm=react real_lme_02971_6071bd76 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5307,820)
  model=qwen-2.5-7b N=4 arm=react real_lme_02971_6071bd76 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5307,820)
  model=qwen-2.5-7b N=4 arm=react real_lme_02971_6071bd76 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5307,881)
  model=qwen-2.5-7b N=4 arm=react real_lme_02988_gpt4_8279ba03 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5495,561)
  model=qwen-2.5-7b N=4 arm=react real_lme_02988_gpt4_8279ba03 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5495,561)
  model=qwen-2.5-7b N=4 arm=react real_lme_02988_gpt4_8279ba03 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5495,562)
  model=qwen-2.5-7b N=4 arm=react real_lme_03038_7527f7e2 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5271,495)
  model=qwen-2.5-7b N=4 arm=react real_lme_03038_7527f7e2 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5271,495)
  model=qwen-2.5-7b N=4 arm=react real_lme_03038_7527f7e2 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5271,508)
  model=qwen-2.5-7b N=4 arm=react real_lme_03198_0bb5a684 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5139,750)
  model=qwen-2.5-7b N=4 arm=react real_lme_03198_0bb5a684 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5139,750)
  model=qwen-2.5-7b N=4 arm=react real_lme_03198_0bb5a684 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5139,744)
  model=qwen-2.5-7b N=4 arm=react real_lme_03261_60bf93ed seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5403,622)
  model=qwen-2.5-7b N=4 arm=react real_lme_03261_60bf93ed seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5403,622)
  model=qwen-2.5-7b N=4 arm=react real_lme_03261_60bf93ed seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5403,646)
  model=qwen-2.5-7b N=4 arm=react real_lme_03337_gpt4_1916e0ea seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5685,1029)
  model=qwen-2.5-7b N=4 arm=react real_lme_03337_gpt4_1916e0ea seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5685,1029)
  model=qwen-2.5-7b N=4 arm=react real_lme_03337_gpt4_1916e0ea seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5685,1237)
  model=qwen-2.5-7b N=4 arm=react real_lme_03429_cc5ded98 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5139,610)
  model=qwen-2.5-7b N=4 arm=react real_lme_03429_cc5ded98 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5139,610)
  model=qwen-2.5-7b N=4 arm=react real_lme_03429_cc5ded98 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5139,505)
  model=qwen-2.5-7b N=4 arm=react real_lme_03568_c4f10528 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5281,603)
  model=qwen-2.5-7b N=4 arm=react real_lme_03568_c4f10528 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5281,603)
  model=qwen-2.5-7b N=4 arm=react real_lme_03568_c4f10528 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5281,560)
  model=qwen-2.5-7b N=4 arm=react real_lme_03671_71017276 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5099,673)
  model=qwen-2.5-7b N=4 arm=react real_lme_03671_71017276 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5099,673)
  model=qwen-2.5-7b N=4 arm=react real_lme_03671_71017276 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5099,904)
  model=qwen-2.5-7b N=4 arm=react real_lme_03718_gpt4_76048e76 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5487,652)
  model=qwen-2.5-7b N=4 arm=react real_lme_03718_gpt4_76048e76 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5487,652)
  model=qwen-2.5-7b N=4 arm=react real_lme_03718_gpt4_76048e76 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5487,703)
  model=qwen-2.5-7b N=4 arm=react real_lme_03815_gpt4_e05b82a6 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5289,771)
  model=qwen-2.5-7b N=4 arm=react real_lme_03815_gpt4_e05b82a6 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5289,771)
  model=qwen-2.5-7b N=4 arm=react real_lme_03815_gpt4_e05b82a6 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5289,773)
  model=qwen-2.5-7b N=4 arm=react real_lme_03948_1a1907b4 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(6355,786)
  model=qwen-2.5-7b N=4 arm=react real_lme_03948_1a1907b4 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(6355,786)
  model=qwen-2.5-7b N=4 arm=react real_lme_03948_1a1907b4 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(6355,742)
  model=qwen-2.5-7b N=4 arm=react real_lme_04636_ba358f49_abs seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5573,1398)
  model=qwen-2.5-7b N=4 arm=react real_lme_04636_ba358f49_abs seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5573,1398)
  model=qwen-2.5-7b N=4 arm=react real_lme_04636_ba358f49_abs seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5573,1206)
  model=qwen-2.5-7b N=4 arm=react real_lme_04804_a89d7624 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6045,677)
  model=qwen-2.5-7b N=4 arm=react real_lme_04804_a89d7624 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6045,677)
  model=qwen-2.5-7b N=4 arm=react real_lme_04804_a89d7624 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6045,809)
  model=qwen-2.5-7b N=4 arm=react real_lme_04855_eeda8a6d_abs seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5423,1193)
  model=qwen-2.5-7b N=4 arm=react real_lme_04855_eeda8a6d_abs seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5423,1193)
  model=qwen-2.5-7b N=4 arm=react real_lme_04855_eeda8a6d_abs seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5423,1096)
  model=qwen-2.5-7b N=4 arm=react real_lme_05009_gpt4_a2d1d1f6 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5493,638)
  model=qwen-2.5-7b N=4 arm=react real_lme_05009_gpt4_a2d1d1f6 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5493,638)
  model=qwen-2.5-7b N=4 arm=react real_lme_05009_gpt4_a2d1d1f6 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5493,624)
  model=qwen-2.5-7b N=4 arm=react real_lme_05020_41275add seed=0: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4249,1031)
  model=qwen-2.5-7b N=4 arm=react real_lme_05020_41275add seed=1: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4249,1031)
  model=qwen-2.5-7b N=4 arm=react real_lme_05020_41275add seed=2: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4249,869)
  model=qwen-2.5-7b N=4 arm=react real_lme_05138_603deb26 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5561,821)
  model=qwen-2.5-7b N=4 arm=react real_lme_05138_603deb26 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5561,821)
  model=qwen-2.5-7b N=4 arm=react real_lme_05138_603deb26 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5561,612)
  model=qwen-2.5-7b N=4 arm=react real_lme_05283_8b9d4367 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4993,623)
  model=qwen-2.5-7b N=4 arm=react real_lme_05283_8b9d4367 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4993,623)
  model=qwen-2.5-7b N=4 arm=react real_lme_05283_8b9d4367 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4993,717)
  model=qwen-2.5-7b N=4 arm=react real_lme_05580_gpt4_7bc6cf22 seed=0: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5271,586)
  model=qwen-2.5-7b N=4 arm=react real_lme_05580_gpt4_7bc6cf22 seed=1: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5271,586)
  model=qwen-2.5-7b N=4 arm=react real_lme_05580_gpt4_7bc6cf22 seed=2: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5271,487)
  model=qwen-2.5-7b N=4 arm=react real_lme_05617_830ce83f seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5037,726)
  model=qwen-2.5-7b N=4 arm=react real_lme_05617_830ce83f seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5037,726)
  model=qwen-2.5-7b N=4 arm=react real_lme_05617_830ce83f seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5037,489)
  model=qwen-2.5-7b N=4 arm=react real_lme_05649_15745da0_abs seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5163,593)
  model=qwen-2.5-7b N=4 arm=react real_lme_05649_15745da0_abs seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5163,593)
  model=qwen-2.5-7b N=4 arm=react real_lme_05649_15745da0_abs seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5163,648)
  model=qwen-2.5-7b N=4 arm=react real_lme_05705_d905b33f seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5045,729)
  model=qwen-2.5-7b N=4 arm=react real_lme_05705_d905b33f seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5045,729)
  model=qwen-2.5-7b N=4 arm=react real_lme_05705_d905b33f seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5045,795)
  model=qwen-2.5-7b N=4 arm=react real_lme_05757_gpt4_213fd887 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5405,660)
  model=qwen-2.5-7b N=4 arm=react real_lme_05757_gpt4_213fd887 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5405,660)
  model=qwen-2.5-7b N=4 arm=react real_lme_05757_gpt4_213fd887 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5405,763)
  model=qwen-2.5-7b N=4 arm=react real_lme_05821_0977f2af seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5379,1247)
  model=qwen-2.5-7b N=4 arm=react real_lme_05821_0977f2af seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5379,1247)
  model=qwen-2.5-7b N=4 arm=react real_lme_05821_0977f2af seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5379,659)
  model=qwen-2.5-7b N=4 arm=react real_lme_05844_8550ddae seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5293,608)
  model=qwen-2.5-7b N=4 arm=react real_lme_05844_8550ddae seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5293,608)
  model=qwen-2.5-7b N=4 arm=react real_lme_05844_8550ddae seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5293,454)
--- [qwen-2.5-7b][react] N=4: rows written=180 errors=0 tokens_in=961020 tokens_out=128583 ---
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_00018_gpt4_d31cdae3 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15666,370)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_00018_gpt4_d31cdae3 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15617,315)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_00018_gpt4_d31cdae3 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15666,514)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_00049_0862e8bf_abs seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(16024,345)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_00049_0862e8bf_abs seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(16020,340)
