Building 60 2-fault-injected longmemeval_real examples (bench_seed=42, scan_limit=3000, model=mistral-nemo-12b provider=openrouter model_id=mistralai/mistral-nemo)...
  model=mistral-nemo-12b N=2 arm=react real_lme_00031_8ebdbe50 seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4056,996)
  model=mistral-nemo-12b N=2 arm=react real_lme_00031_8ebdbe50 seed=2: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4056,1448)
  model=mistral-nemo-12b N=2 arm=react real_lme_00032_22d2cb42 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4378,916)
  model=mistral-nemo-12b N=2 arm=react real_lme_00032_22d2cb42 seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4378,916)
  model=mistral-nemo-12b N=2 arm=react real_lme_00032_22d2cb42 seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4378,883)
  model=mistral-nemo-12b N=2 arm=react real_lme_00033_gpt4_385a5000 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4672,932)
  model=mistral-nemo-12b N=2 arm=react real_lme_00033_gpt4_385a5000 seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4672,932)
  model=mistral-nemo-12b N=2 arm=react real_lme_00033_gpt4_385a5000 seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4672,810)
  model=mistral-nemo-12b N=2 arm=react real_lme_00034_95bcc1c8 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4438,670)
  model=mistral-nemo-12b N=2 arm=react real_lme_00034_95bcc1c8 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4438,670)
  model=mistral-nemo-12b N=2 arm=react real_lme_00034_95bcc1c8 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4438,551)
  model=mistral-nemo-12b N=2 arm=react real_lme_00035_gpt4_2312f94c seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4481,444)
  model=mistral-nemo-12b N=2 arm=react real_lme_00035_gpt4_2312f94c seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4481,444)
  model=mistral-nemo-12b N=2 arm=react real_lme_00035_gpt4_2312f94c seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4482,635)
  model=mistral-nemo-12b N=2 arm=react real_lme_00036_gpt4_468eb063 seed=0: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(4472,826)
  model=mistral-nemo-12b N=2 arm=react real_lme_00036_gpt4_468eb063 seed=1: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(4472,826)
  model=mistral-nemo-12b N=2 arm=react real_lme_00036_gpt4_468eb063 seed=2: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(4472,910)
  model=mistral-nemo-12b N=2 arm=react real_lme_00037_faba32e5 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4552,902)
  model=mistral-nemo-12b N=2 arm=react real_lme_00037_faba32e5 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4552,902)
  model=mistral-nemo-12b N=2 arm=react real_lme_00037_faba32e5 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4552,753)
  model=mistral-nemo-12b N=2 arm=react real_lme_00038_b86304ba seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4306,746)
  model=mistral-nemo-12b N=2 arm=react real_lme_00038_b86304ba seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4306,746)
  model=mistral-nemo-12b N=2 arm=react real_lme_00038_b86304ba seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4306,810)
  model=mistral-nemo-12b N=2 arm=react real_lme_00039_gpt4_d6585ce8 seed=0: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(5214,1075)
  model=mistral-nemo-12b N=2 arm=react real_lme_00039_gpt4_d6585ce8 seed=1: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(5214,1075)
  model=mistral-nemo-12b N=2 arm=react real_lme_00039_gpt4_d6585ce8 seed=2: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(5214,852)
  model=mistral-nemo-12b N=2 arm=react real_lme_00040_gpt4_0b2f1d21 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4466,1054)
  model=mistral-nemo-12b N=2 arm=react real_lme_00040_gpt4_0b2f1d21 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4466,1054)
  model=mistral-nemo-12b N=2 arm=react real_lme_00040_gpt4_0b2f1d21 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4466,966)
  model=mistral-nemo-12b N=2 arm=react real_lme_00042_gpt4_5501fe77 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4662,669)
  model=mistral-nemo-12b N=2 arm=react real_lme_00042_gpt4_5501fe77 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4662,669)
  model=mistral-nemo-12b N=2 arm=react real_lme_00042_gpt4_5501fe77 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4662,821)
  model=mistral-nemo-12b N=2 arm=react real_lme_00043_c2ac3c61 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4578,579)
  model=mistral-nemo-12b N=2 arm=react real_lme_00043_c2ac3c61 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4578,579)
  model=mistral-nemo-12b N=2 arm=react real_lme_00043_c2ac3c61 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4578,618)
  model=mistral-nemo-12b N=2 arm=react real_lme_00044_gpt4_ec93e27f seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4464,865)
  model=mistral-nemo-12b N=2 arm=react real_lme_00044_gpt4_ec93e27f seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4464,865)
  model=mistral-nemo-12b N=2 arm=react real_lme_00044_gpt4_ec93e27f seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4464,1051)
  model=mistral-nemo-12b N=2 arm=react real_lme_00045_06db6396 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4488,855)
  model=mistral-nemo-12b N=2 arm=react real_lme_00045_06db6396 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4488,855)
  model=mistral-nemo-12b N=2 arm=react real_lme_00045_06db6396 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4488,881)
  model=mistral-nemo-12b N=2 arm=react real_lme_00047_f685340e seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4776,634)
  model=mistral-nemo-12b N=2 arm=react real_lme_00047_f685340e seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4776,634)
  model=mistral-nemo-12b N=2 arm=react real_lme_00047_f685340e seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4776,910)
  model=mistral-nemo-12b N=2 arm=react real_lme_00048_dccbc061 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4192,682)
  model=mistral-nemo-12b N=2 arm=react real_lme_00048_dccbc061 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4192,682)
  model=mistral-nemo-12b N=2 arm=react real_lme_00048_dccbc061 seed=2: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(4192,753)
  model=mistral-nemo-12b N=2 arm=react real_lme_00049_0862e8bf_abs seed=0: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4964,748)
  model=mistral-nemo-12b N=2 arm=react real_lme_00049_0862e8bf_abs seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4964,748)
  model=mistral-nemo-12b N=2 arm=react real_lme_00049_0862e8bf_abs seed=2: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4964,666)
  model=mistral-nemo-12b N=2 arm=react real_lme_00050_0862e8bf seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4498,513)
  model=mistral-nemo-12b N=2 arm=react real_lme_00050_0862e8bf seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4498,513)
  model=mistral-nemo-12b N=2 arm=react real_lme_00050_0862e8bf seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4498,467)
  model=mistral-nemo-12b N=2 arm=react real_lme_00051_2ebe6c90 seed=0: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(4476,1167)
  model=mistral-nemo-12b N=2 arm=react real_lme_00051_2ebe6c90 seed=1: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(4476,1167)
  model=mistral-nemo-12b N=2 arm=react real_lme_00051_2ebe6c90 seed=2: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(4476,1135)
  model=mistral-nemo-12b N=2 arm=react real_lme_00052_1faac195 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4524,605)
  model=mistral-nemo-12b N=2 arm=react real_lme_00052_1faac195 seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4524,605)
  model=mistral-nemo-12b N=2 arm=react real_lme_00052_1faac195 seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4524,567)
  model=mistral-nemo-12b N=2 arm=react real_lme_00053_21d02d0d seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4736,785)
  model=mistral-nemo-12b N=2 arm=react real_lme_00053_21d02d0d seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4736,785)
  model=mistral-nemo-12b N=2 arm=react real_lme_00053_21d02d0d seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4736,851)
  model=mistral-nemo-12b N=2 arm=react real_lme_00054_603deb26 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4882,1083)
  model=mistral-nemo-12b N=2 arm=react real_lme_00054_603deb26 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4882,1083)
  model=mistral-nemo-12b N=2 arm=react real_lme_00054_603deb26 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4882,1018)
  model=mistral-nemo-12b N=2 arm=react real_lme_00055_7e974930 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4710,801)
  model=mistral-nemo-12b N=2 arm=react real_lme_00055_7e974930 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4710,801)
  model=mistral-nemo-12b N=2 arm=react real_lme_00055_7e974930 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4710,1094)
  model=mistral-nemo-12b N=2 arm=react real_lme_00057_dd2973ad seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4830,750)
  model=mistral-nemo-12b N=2 arm=react real_lme_00057_dd2973ad seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4830,750)
  model=mistral-nemo-12b N=2 arm=react real_lme_00057_dd2973ad seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4830,743)
  model=mistral-nemo-12b N=2 arm=react real_lme_00058_b320f3f8 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4260,546)
  model=mistral-nemo-12b N=2 arm=react real_lme_00058_b320f3f8 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4260,546)
  model=mistral-nemo-12b N=2 arm=react real_lme_00058_b320f3f8 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4260,576)
  model=mistral-nemo-12b N=2 arm=react real_lme_00059_2ebe6c90 seed=0: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(4496,1311)
  model=mistral-nemo-12b N=2 arm=react real_lme_00059_2ebe6c90 seed=1: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(4496,1311)
  model=mistral-nemo-12b N=2 arm=react real_lme_00059_2ebe6c90 seed=2: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(4496,1403)
  model=mistral-nemo-12b N=2 arm=react real_lme_00064_gpt4_e061b84f seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5010,802)
  model=mistral-nemo-12b N=2 arm=react real_lme_00064_gpt4_e061b84f seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5010,802)
  model=mistral-nemo-12b N=2 arm=react real_lme_00064_gpt4_e061b84f seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5010,878)
  model=mistral-nemo-12b N=2 arm=react real_lme_00066_8e91e7d9 seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4234,820)
  model=mistral-nemo-12b N=2 arm=react real_lme_00066_8e91e7d9 seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4234,820)
  model=mistral-nemo-12b N=2 arm=react real_lme_00066_8e91e7d9 seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4234,770)
  model=mistral-nemo-12b N=2 arm=react real_lme_00067_41698283 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4736,790)
  model=mistral-nemo-12b N=2 arm=react real_lme_00067_41698283 seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4736,790)
  model=mistral-nemo-12b N=2 arm=react real_lme_00067_41698283 seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4736,2101)
  model=mistral-nemo-12b N=2 arm=react real_lme_00068_dad224aa seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4680,767)
  model=mistral-nemo-12b N=2 arm=react real_lme_00068_dad224aa seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4680,767)
  model=mistral-nemo-12b N=2 arm=react real_lme_00068_dad224aa seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4680,1050)
  model=mistral-nemo-12b N=2 arm=react real_lme_00069_gpt4_31ff4165 seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4950,893)
  model=mistral-nemo-12b N=2 arm=react real_lme_00069_gpt4_31ff4165 seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4950,893)
  model=mistral-nemo-12b N=2 arm=react real_lme_00069_gpt4_31ff4165 seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4950,893)
  model=mistral-nemo-12b N=2 arm=react real_lme_00070_bc149d6b seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4710,988)
  model=mistral-nemo-12b N=2 arm=react real_lme_00070_bc149d6b seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4710,988)
  model=mistral-nemo-12b N=2 arm=react real_lme_00070_bc149d6b seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4710,808)
  model=mistral-nemo-12b N=2 arm=react real_lme_00071_51b23612 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4382,832)
  model=mistral-nemo-12b N=2 arm=react real_lme_00071_51b23612 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4382,832)
  model=mistral-nemo-12b N=2 arm=react real_lme_00071_51b23612 seed=2: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4382,958)
  model=mistral-nemo-12b N=2 arm=react real_lme_00072_08f4fc43 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4554,1039)
  model=mistral-nemo-12b N=2 arm=react real_lme_00072_08f4fc43 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4554,1039)
  model=mistral-nemo-12b N=2 arm=react real_lme_00072_08f4fc43 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4554,930)
  model=mistral-nemo-12b N=2 arm=react real_lme_00073_89941a94 seed=0: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4650,568)
  model=mistral-nemo-12b N=2 arm=react real_lme_00073_89941a94 seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4650,568)
  model=mistral-nemo-12b N=2 arm=react real_lme_00073_89941a94 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4650,607)
  model=mistral-nemo-12b N=2 arm=react real_lme_00074_681a1674 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4390,850)
  model=mistral-nemo-12b N=2 arm=react real_lme_00074_681a1674 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4390,850)
  model=mistral-nemo-12b N=2 arm=react real_lme_00074_681a1674 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4390,912)
--- [mistral-nemo-12b][react] N=2: rows written=180 errors=0 tokens_in=827973 tokens_out=152990 ---
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00000_gpt4_2ba83207 seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(14517,511)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00000_gpt4_2ba83207 seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(14536,534)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00000_gpt4_2ba83207 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(17004,585)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00001_603deb26 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(14912,484)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00001_603deb26 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(14834,513)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00001_603deb26 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(14831,674)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00002_51c32626 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(12613,499)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00002_51c32626 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(12614,501)
