Building 60 2-fault-injected longmemeval_real examples (bench_seed=42, scan_limit=3000, model=llama-3.1-8b provider=openrouter model_id=meta-llama/llama-3.1-8b-instruct)...
  model=llama-3.1-8b N=2 arm=react real_lme_00029_a11281a2 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4485,756)
  model=llama-3.1-8b N=2 arm=react real_lme_00029_a11281a2 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4485,756)
  model=llama-3.1-8b N=2 arm=react real_lme_00029_a11281a2 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4489,1175)
  model=llama-3.1-8b N=2 arm=react real_lme_00030_1de5cff2 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(3859,1392)
  model=llama-3.1-8b N=2 arm=react real_lme_00030_1de5cff2 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(3859,1392)
  model=llama-3.1-8b N=2 arm=react real_lme_00030_1de5cff2 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(3875,667)
  model=llama-3.1-8b N=2 arm=react real_lme_00031_8ebdbe50 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(3895,1569)
  model=llama-3.1-8b N=2 arm=react real_lme_00031_8ebdbe50 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(3895,1569)
  model=llama-3.1-8b N=2 arm=react real_lme_00031_8ebdbe50 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(3875,808)
  model=llama-3.1-8b N=2 arm=react real_lme_00032_22d2cb42 seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4290,573)
  model=llama-3.1-8b N=2 arm=react real_lme_00033_gpt4_385a5000 seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4557,1044)
  model=llama-3.1-8b N=2 arm=react real_lme_00033_gpt4_385a5000 seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4557,1044)
  model=llama-3.1-8b N=2 arm=react real_lme_00033_gpt4_385a5000 seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4577,830)
  model=llama-3.1-8b N=2 arm=react real_lme_00034_95bcc1c8 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4351,1146)
  model=llama-3.1-8b N=2 arm=react real_lme_00034_95bcc1c8 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4351,1146)
  model=llama-3.1-8b N=2 arm=react real_lme_00034_95bcc1c8 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4331,1262)
  model=llama-3.1-8b N=2 arm=react real_lme_00035_gpt4_2312f94c seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4259,1287)
  model=llama-3.1-8b N=2 arm=react real_lme_00035_gpt4_2312f94c seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4259,1287)
  model=llama-3.1-8b N=2 arm=react real_lme_00035_gpt4_2312f94c seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4314,955)
  model=llama-3.1-8b N=2 arm=react real_lme_00036_gpt4_468eb063 seed=0: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(4319,799)
  model=llama-3.1-8b N=2 arm=react real_lme_00036_gpt4_468eb063 seed=1: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(4319,799)
  model=llama-3.1-8b N=2 arm=react real_lme_00036_gpt4_468eb063 seed=2: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(4355,1038)
  model=llama-3.1-8b N=2 arm=react real_lme_00037_faba32e5 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4369,1025)
  model=llama-3.1-8b N=2 arm=react real_lme_00037_faba32e5 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4369,1025)
  model=llama-3.1-8b N=2 arm=react real_lme_00037_faba32e5 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4384,1145)
  model=llama-3.1-8b N=2 arm=react real_lme_00038_b86304ba seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4189,1348)
  model=llama-3.1-8b N=2 arm=react real_lme_00038_b86304ba seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4189,1348)
  model=llama-3.1-8b N=2 arm=react real_lme_00038_b86304ba seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4169,645)
  model=llama-3.1-8b N=2 arm=react real_lme_00039_gpt4_d6585ce8 seed=0: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(5197,1138)
  model=llama-3.1-8b N=2 arm=react real_lme_00039_gpt4_d6585ce8 seed=1: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(5197,1138)
  model=llama-3.1-8b N=2 arm=react real_lme_00039_gpt4_d6585ce8 seed=2: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(5141,971)
  model=llama-3.1-8b N=2 arm=react real_lme_00040_gpt4_0b2f1d21 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4305,1039)
  model=llama-3.1-8b N=2 arm=react real_lme_00040_gpt4_0b2f1d21 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4305,1039)
  model=llama-3.1-8b N=2 arm=react real_lme_00040_gpt4_0b2f1d21 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4285,999)
  model=llama-3.1-8b N=2 arm=react real_lme_00042_gpt4_5501fe77 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4493,1081)
  model=llama-3.1-8b N=2 arm=react real_lme_00042_gpt4_5501fe77 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4493,1081)
  model=llama-3.1-8b N=2 arm=react real_lme_00042_gpt4_5501fe77 seed=2: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(4513,1528)
  model=llama-3.1-8b N=2 arm=react real_lme_00043_c2ac3c61 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4513,1318)
  model=llama-3.1-8b N=2 arm=react real_lme_00043_c2ac3c61 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4513,1318)
  model=llama-3.1-8b N=2 arm=react real_lme_00043_c2ac3c61 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4497,970)
  model=llama-3.1-8b N=2 arm=react real_lme_00044_gpt4_ec93e27f seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4281,764)
  model=llama-3.1-8b N=2 arm=react real_lme_00044_gpt4_ec93e27f seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4281,764)
  model=llama-3.1-8b N=2 arm=react real_lme_00044_gpt4_ec93e27f seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4261,764)
  model=llama-3.1-8b N=2 arm=react real_lme_00045_06db6396 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4355,1046)
  model=llama-3.1-8b N=2 arm=react real_lme_00045_06db6396 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4355,1046)
  model=llama-3.1-8b N=2 arm=react real_lme_00045_06db6396 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4371,681)
  model=llama-3.1-8b N=2 arm=react real_lme_00047_f685340e seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4655,678)
  model=llama-3.1-8b N=2 arm=react real_lme_00047_f685340e seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4655,678)
  model=llama-3.1-8b N=2 arm=react real_lme_00047_f685340e seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4675,1764)
  model=llama-3.1-8b N=2 arm=react real_lme_00048_dccbc061 seed=0: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(4005,1606)
  model=llama-3.1-8b N=2 arm=react real_lme_00048_dccbc061 seed=1: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(4005,1606)
  model=llama-3.1-8b N=2 arm=react real_lme_00048_dccbc061 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(3969,841)
  model=llama-3.1-8b N=2 arm=react real_lme_00049_0862e8bf_abs seed=0: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4903,1039)
  model=llama-3.1-8b N=2 arm=react real_lme_00049_0862e8bf_abs seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4903,1039)
  model=llama-3.1-8b N=2 arm=react real_lme_00049_0862e8bf_abs seed=2: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4863,767)
  model=llama-3.1-8b N=2 arm=react real_lme_00050_0862e8bf seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4435,1354)
  model=llama-3.1-8b N=2 arm=react real_lme_00050_0862e8bf seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4435,1354)
  model=llama-3.1-8b N=2 arm=react real_lme_00050_0862e8bf seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4435,614)
  model=llama-3.1-8b N=2 arm=react real_lme_00051_2ebe6c90 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4371,914)
  model=llama-3.1-8b N=2 arm=react real_lme_00051_2ebe6c90 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4371,914)
  model=llama-3.1-8b N=2 arm=react real_lme_00051_2ebe6c90 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4331,724)
  model=llama-3.1-8b N=2 arm=react real_lme_00052_1faac195 seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4395,1482)
  model=llama-3.1-8b N=2 arm=react real_lme_00052_1faac195 seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4395,1482)
  model=llama-3.1-8b N=2 arm=react real_lme_00052_1faac195 seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4395,749)
  model=llama-3.1-8b N=2 arm=react real_lme_00053_21d02d0d seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4599,1211)
  model=llama-3.1-8b N=2 arm=react real_lme_00053_21d02d0d seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4599,1211)
  model=llama-3.1-8b N=2 arm=react real_lme_00053_21d02d0d seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4599,1287)
  model=llama-3.1-8b N=2 arm=react real_lme_00054_603deb26 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4713,855)
  model=llama-3.1-8b N=2 arm=react real_lme_00054_603deb26 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4713,855)
  model=llama-3.1-8b N=2 arm=react real_lme_00054_603deb26 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4693,1664)
  model=llama-3.1-8b N=2 arm=react real_lme_00055_7e974930 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4447,1632)
  model=llama-3.1-8b N=2 arm=react real_lme_00055_7e974930 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4447,1632)
  model=llama-3.1-8b N=2 arm=react real_lme_00055_7e974930 seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4447,1707)
  model=llama-3.1-8b N=2 arm=react real_lme_00057_dd2973ad seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4545,1776)
  model=llama-3.1-8b N=2 arm=react real_lme_00057_dd2973ad seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4545,1776)
  model=llama-3.1-8b N=2 arm=react real_lme_00057_dd2973ad seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4585,1594)
  model=llama-3.1-8b N=2 arm=react real_lme_00058_b320f3f8 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4125,636)
  model=llama-3.1-8b N=2 arm=react real_lme_00058_b320f3f8 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4125,636)
  model=llama-3.1-8b N=2 arm=react real_lme_00058_b320f3f8 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4141,1116)
  model=llama-3.1-8b N=2 arm=react real_lme_00059_2ebe6c90 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4341,1620)
  model=llama-3.1-8b N=2 arm=react real_lme_00059_2ebe6c90 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4341,1620)
  model=llama-3.1-8b N=2 arm=react real_lme_00059_2ebe6c90 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4361,1474)
  model=llama-3.1-8b N=2 arm=react real_lme_00064_gpt4_e061b84f seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4859,344)
  model=llama-3.1-8b N=2 arm=react real_lme_00064_gpt4_e061b84f seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4859,344)
  model=llama-3.1-8b N=2 arm=react real_lme_00064_gpt4_e061b84f seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4859,289)
  model=llama-3.1-8b N=2 arm=react real_lme_00066_8e91e7d9 seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4085,1247)
  model=llama-3.1-8b N=2 arm=react real_lme_00066_8e91e7d9 seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4085,1247)
  model=llama-3.1-8b N=2 arm=react real_lme_00066_8e91e7d9 seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4085,1335)
  model=llama-3.1-8b N=2 arm=react real_lme_00067_41698283 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4459,1083)
  model=llama-3.1-8b N=2 arm=react real_lme_00067_41698283 seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4459,1083)
  model=llama-3.1-8b N=2 arm=react real_lme_00067_41698283 seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4499,631)
  model=llama-3.1-8b N=2 arm=react real_lme_00068_dad224aa seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4523,526)
  model=llama-3.1-8b N=2 arm=react real_lme_00068_dad224aa seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4523,526)
  model=llama-3.1-8b N=2 arm=react real_lme_00068_dad224aa seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4503,700)
  model=llama-3.1-8b N=2 arm=react real_lme_00069_gpt4_31ff4165 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4729,1329)
  model=llama-3.1-8b N=2 arm=react real_lme_00069_gpt4_31ff4165 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4729,1329)
  model=llama-3.1-8b N=2 arm=react real_lme_00069_gpt4_31ff4165 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4709,649)
  model=llama-3.1-8b N=2 arm=react real_lme_00070_bc149d6b seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4539,376)
  model=llama-3.1-8b N=2 arm=react real_lme_00070_bc149d6b seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4539,376)
  model=llama-3.1-8b N=2 arm=react real_lme_00070_bc149d6b seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4559,524)
  model=llama-3.1-8b N=2 arm=react real_lme_00071_51b23612 seed=0: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4239,1193)
  model=llama-3.1-8b N=2 arm=react real_lme_00071_51b23612 seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4239,1193)
  model=llama-3.1-8b N=2 arm=react real_lme_00071_51b23612 seed=2: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4259,1292)
  model=llama-3.1-8b N=2 arm=react real_lme_00072_08f4fc43 seed=0: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(4417,1282)
  model=llama-3.1-8b N=2 arm=react real_lme_00072_08f4fc43 seed=1: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(4417,1282)
  model=llama-3.1-8b N=2 arm=react real_lme_00072_08f4fc43 seed=2: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(4417,1197)
