Building 60 2-fault-injected longmemeval_real examples (bench_seed=42, scan_limit=3000, model=qwen-2.5-7b provider=openrouter model_id=qwen/qwen-2.5-7b-instruct)...
  model=qwen-2.5-7b N=2 arm=react real_lme_00027_21d02d0d seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4645,619)
  model=qwen-2.5-7b N=2 arm=react real_lme_00028_1f2b8d4f seed=0: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4505,522)
  model=qwen-2.5-7b N=2 arm=react real_lme_00028_1f2b8d4f seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4505,522)
  model=qwen-2.5-7b N=2 arm=react real_lme_00028_1f2b8d4f seed=2: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4505,681)
  model=qwen-2.5-7b N=2 arm=react real_lme_00029_a11281a2 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4527,974)
  model=qwen-2.5-7b N=2 arm=react real_lme_00029_a11281a2 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4527,974)
  model=qwen-2.5-7b N=2 arm=react real_lme_00029_a11281a2 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4527,670)
  model=qwen-2.5-7b N=2 arm=react real_lme_00030_1de5cff2 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(3877,914)
  model=qwen-2.5-7b N=2 arm=react real_lme_00030_1de5cff2 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(3877,914)
  model=qwen-2.5-7b N=2 arm=react real_lme_00030_1de5cff2 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(3877,864)
  model=qwen-2.5-7b N=2 arm=react real_lme_00031_8ebdbe50 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(3951,622)
  model=qwen-2.5-7b N=2 arm=react real_lme_00031_8ebdbe50 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(3951,622)
  model=qwen-2.5-7b N=2 arm=react real_lme_00031_8ebdbe50 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(3951,747)
  model=qwen-2.5-7b N=2 arm=react real_lme_00032_22d2cb42 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4301,670)
  model=qwen-2.5-7b N=2 arm=react real_lme_00032_22d2cb42 seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4301,670)
  model=qwen-2.5-7b N=2 arm=react real_lme_00032_22d2cb42 seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4301,688)
  model=qwen-2.5-7b N=2 arm=react real_lme_00033_gpt4_385a5000 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4619,699)
  model=qwen-2.5-7b N=2 arm=react real_lme_00033_gpt4_385a5000 seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4619,699)
  model=qwen-2.5-7b N=2 arm=react real_lme_00033_gpt4_385a5000 seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4619,750)
  model=qwen-2.5-7b N=2 arm=react real_lme_00034_95bcc1c8 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4369,648)
  model=qwen-2.5-7b N=2 arm=react real_lme_00034_95bcc1c8 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4369,648)
  model=qwen-2.5-7b N=2 arm=react real_lme_00034_95bcc1c8 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4369,425)
  model=qwen-2.5-7b N=2 arm=react real_lme_00035_gpt4_2312f94c seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4355,726)
  model=qwen-2.5-7b N=2 arm=react real_lme_00035_gpt4_2312f94c seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4355,726)
  model=qwen-2.5-7b N=2 arm=react real_lme_00035_gpt4_2312f94c seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4355,938)
  model=qwen-2.5-7b N=2 arm=react real_lme_00036_gpt4_468eb063 seed=0: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(4365,793)
  model=qwen-2.5-7b N=2 arm=react real_lme_00036_gpt4_468eb063 seed=1: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(4365,793)
  model=qwen-2.5-7b N=2 arm=react real_lme_00036_gpt4_468eb063 seed=2: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(4365,854)
  model=qwen-2.5-7b N=2 arm=react real_lme_00037_faba32e5 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4387,781)
  model=qwen-2.5-7b N=2 arm=react real_lme_00037_faba32e5 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4387,781)
  model=qwen-2.5-7b N=2 arm=react real_lme_00037_faba32e5 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4387,726)
  model=qwen-2.5-7b N=2 arm=react real_lme_00038_b86304ba seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4231,673)
  model=qwen-2.5-7b N=2 arm=react real_lme_00038_b86304ba seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4231,673)
  model=qwen-2.5-7b N=2 arm=react real_lme_00038_b86304ba seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4231,719)
  model=qwen-2.5-7b N=2 arm=react real_lme_00039_gpt4_d6585ce8 seed=0: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(5205,1226)
  model=qwen-2.5-7b N=2 arm=react real_lme_00039_gpt4_d6585ce8 seed=1: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(5205,1226)
  model=qwen-2.5-7b N=2 arm=react real_lme_00039_gpt4_d6585ce8 seed=2: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(5205,1079)
  model=qwen-2.5-7b N=2 arm=react real_lme_00040_gpt4_0b2f1d21 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4339,1132)
  model=qwen-2.5-7b N=2 arm=react real_lme_00040_gpt4_0b2f1d21 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4339,1132)
  model=qwen-2.5-7b N=2 arm=react real_lme_00040_gpt4_0b2f1d21 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4339,859)
  model=qwen-2.5-7b N=2 arm=react real_lme_00042_gpt4_5501fe77 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4535,726)
  model=qwen-2.5-7b N=2 arm=react real_lme_00042_gpt4_5501fe77 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4535,726)
  model=qwen-2.5-7b N=2 arm=react real_lme_00042_gpt4_5501fe77 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4535,863)
  model=qwen-2.5-7b N=2 arm=react real_lme_00043_c2ac3c61 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4503,597)
  model=qwen-2.5-7b N=2 arm=react real_lme_00043_c2ac3c61 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4503,597)
  model=qwen-2.5-7b N=2 arm=react real_lme_00043_c2ac3c61 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4503,698)
  model=qwen-2.5-7b N=2 arm=react real_lme_00044_gpt4_ec93e27f seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4377,718)
  model=qwen-2.5-7b N=2 arm=react real_lme_00044_gpt4_ec93e27f seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4377,718)
  model=qwen-2.5-7b N=2 arm=react real_lme_00044_gpt4_ec93e27f seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4377,871)
  model=qwen-2.5-7b N=2 arm=react real_lme_00045_06db6396 seed=0: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4387,701)
  model=qwen-2.5-7b N=2 arm=react real_lme_00045_06db6396 seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4387,701)
  model=qwen-2.5-7b N=2 arm=react real_lme_00045_06db6396 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4387,1002)
  model=qwen-2.5-7b N=2 arm=react real_lme_00047_f685340e seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4673,1161)
  model=qwen-2.5-7b N=2 arm=react real_lme_00047_f685340e seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4673,1161)
  model=qwen-2.5-7b N=2 arm=react real_lme_00047_f685340e seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4673,714)
  model=qwen-2.5-7b N=2 arm=react real_lme_00048_dccbc061 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4015,613)
  model=qwen-2.5-7b N=2 arm=react real_lme_00048_dccbc061 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4015,613)
  model=qwen-2.5-7b N=2 arm=react real_lme_00048_dccbc061 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4015,702)
  model=qwen-2.5-7b N=2 arm=react real_lme_00049_0862e8bf_abs seed=0: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4921,740)
  model=qwen-2.5-7b N=2 arm=react real_lme_00049_0862e8bf_abs seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4921,740)
  model=qwen-2.5-7b N=2 arm=react real_lme_00049_0862e8bf_abs seed=2: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4921,655)
  model=qwen-2.5-7b N=2 arm=react real_lme_00050_0862e8bf seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4481,639)
  model=qwen-2.5-7b N=2 arm=react real_lme_00050_0862e8bf seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4481,639)
  model=qwen-2.5-7b N=2 arm=react real_lme_00050_0862e8bf seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4481,558)
  model=qwen-2.5-7b N=2 arm=react real_lme_00051_2ebe6c90 seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4433,803)
  model=qwen-2.5-7b N=2 arm=react real_lme_00051_2ebe6c90 seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4433,803)
  model=qwen-2.5-7b N=2 arm=react real_lme_00051_2ebe6c90 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4433,1024)
  model=qwen-2.5-7b N=2 arm=react real_lme_00052_1faac195 seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4427,501)
  model=qwen-2.5-7b N=2 arm=react real_lme_00052_1faac195 seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4427,501)
  model=qwen-2.5-7b N=2 arm=react real_lme_00052_1faac195 seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4427,531)
  model=qwen-2.5-7b N=2 arm=react real_lme_00053_21d02d0d seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4647,567)
  model=qwen-2.5-7b N=2 arm=react real_lme_00053_21d02d0d seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4647,567)
  model=qwen-2.5-7b N=2 arm=react real_lme_00053_21d02d0d seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4647,652)
  model=qwen-2.5-7b N=2 arm=react real_lme_00054_603deb26 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4759,1103)
  model=qwen-2.5-7b N=2 arm=react real_lme_00054_603deb26 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4759,1103)
  model=qwen-2.5-7b N=2 arm=react real_lme_00054_603deb26 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4759,1109)
  model=qwen-2.5-7b N=2 arm=react real_lme_00055_7e974930 seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4629,776)
  model=qwen-2.5-7b N=2 arm=react real_lme_00055_7e974930 seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4629,776)
  model=qwen-2.5-7b N=2 arm=react real_lme_00055_7e974930 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4629,883)
  model=qwen-2.5-7b N=2 arm=react real_lme_00057_dd2973ad seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4611,873)
  model=qwen-2.5-7b N=2 arm=react real_lme_00057_dd2973ad seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4611,873)
  model=qwen-2.5-7b N=2 arm=react real_lme_00057_dd2973ad seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4611,987)
  model=qwen-2.5-7b N=2 arm=react real_lme_00058_b320f3f8 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4161,563)
  model=qwen-2.5-7b N=2 arm=react real_lme_00058_b320f3f8 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4161,563)
  model=qwen-2.5-7b N=2 arm=react real_lme_00058_b320f3f8 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4161,754)
  model=qwen-2.5-7b N=2 arm=react real_lme_00059_2ebe6c90 seed=0: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(4441,991)
  model=qwen-2.5-7b N=2 arm=react real_lme_00059_2ebe6c90 seed=1: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(4441,991)
  model=qwen-2.5-7b N=2 arm=react real_lme_00059_2ebe6c90 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4441,1301)
  model=qwen-2.5-7b N=2 arm=react real_lme_00064_gpt4_e061b84f seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4891,908)
  model=qwen-2.5-7b N=2 arm=react real_lme_00064_gpt4_e061b84f seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4891,908)
  model=qwen-2.5-7b N=2 arm=react real_lme_00064_gpt4_e061b84f seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4891,873)
  model=qwen-2.5-7b N=2 arm=react real_lme_00066_8e91e7d9 seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4167,752)
  model=qwen-2.5-7b N=2 arm=react real_lme_00066_8e91e7d9 seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4167,752)
  model=qwen-2.5-7b N=2 arm=react real_lme_00066_8e91e7d9 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4167,899)
  model=qwen-2.5-7b N=2 arm=react real_lme_00067_41698283 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4649,725)
  model=qwen-2.5-7b N=2 arm=react real_lme_00067_41698283 seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4649,725)
  model=qwen-2.5-7b N=2 arm=react real_lme_00067_41698283 seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4649,843)
  model=qwen-2.5-7b N=2 arm=react real_lme_00068_dad224aa seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4605,901)
  model=qwen-2.5-7b N=2 arm=react real_lme_00068_dad224aa seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4605,901)
  model=qwen-2.5-7b N=2 arm=react real_lme_00068_dad224aa seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4605,914)
  model=qwen-2.5-7b N=2 arm=react real_lme_00069_gpt4_31ff4165 seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4889,666)
  model=qwen-2.5-7b N=2 arm=react real_lme_00069_gpt4_31ff4165 seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4889,666)
  model=qwen-2.5-7b N=2 arm=react real_lme_00069_gpt4_31ff4165 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4889,651)
  model=qwen-2.5-7b N=2 arm=react real_lme_00070_bc149d6b seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4679,692)
  model=qwen-2.5-7b N=2 arm=react real_lme_00070_bc149d6b seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4679,692)
  model=qwen-2.5-7b N=2 arm=react real_lme_00070_bc149d6b seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4679,540)
  model=qwen-2.5-7b N=2 arm=react real_lme_00071_51b23612 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4289,843)
  model=qwen-2.5-7b N=2 arm=react real_lme_00071_51b23612 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4289,843)
  model=qwen-2.5-7b N=2 arm=react real_lme_00071_51b23612 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4289,1117)
  model=qwen-2.5-7b N=2 arm=react real_lme_00072_08f4fc43 seed=0: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(4467,998)
  model=qwen-2.5-7b N=2 arm=react real_lme_00072_08f4fc43 seed=1: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(4467,998)
  model=qwen-2.5-7b N=2 arm=react real_lme_00072_08f4fc43 seed=2: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(4467,1024)
  model=qwen-2.5-7b N=2 arm=react real_lme_00073_89941a94 seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4565,604)
  model=qwen-2.5-7b N=2 arm=react real_lme_00073_89941a94 seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4565,604)
  model=qwen-2.5-7b N=2 arm=react real_lme_00073_89941a94 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4565,738)
  model=qwen-2.5-7b N=2 arm=react real_lme_00074_681a1674 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4301,630)
  model=qwen-2.5-7b N=2 arm=react real_lme_00074_681a1674 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4301,630)
  model=qwen-2.5-7b N=2 arm=react real_lme_00074_681a1674 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4301,737)
--- [qwen-2.5-7b][react] N=2: rows written=180 errors=0 tokens_in=810540 tokens_out=141169 ---
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00000_gpt4_2ba83207 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(13903,459)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00000_gpt4_2ba83207 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(13897,454)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00000_gpt4_2ba83207 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(13898,423)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00001_603deb26 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(14485,521)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00001_603deb26 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(14485,521)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00001_603deb26 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(14484,482)
