Building 60 4-fault (3 hop + 1 profile) musique_real hop examples (bench_seed=42, scan_limit=760)...
Built 60 examples. seeds=[0, 1, 2], model=qwen-2.5-7b, arms=['direct', 'self_refine', 'full_regen', 'react', 'selfcheckgpt', 'reflexion', 'intro_specter']
  N=4 real_musique_hop_00001_3hop1__145290_443779_52195 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(1776,586)
  N=4 real_musique_hop_00053_3hop1__45612_502967_84283 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(11016,556)
  N=4 real_musique_hop_00053_3hop1__45612_502967_84283 seed=2 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1901,458)
  N=4 real_musique_hop_00053_3hop1__45612_502967_84283 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(4551,887)
  N=4 real_musique_hop_00054_3hop1__142044_538202_84283 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(1931,318)
  N=4 real_musique_hop_00054_3hop1__142044_538202_84283 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(4276,884)
  N=4 real_musique_hop_00054_3hop1__142044_538202_84283 seed=0 arm=full_regen: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(3862,578)
  N=4 real_musique_hop_00054_3hop1__142044_538202_84283 seed=0 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': False} all_resolved=False n_resolved=1/4 tokens=(3915,825)
  N=4 real_musique_hop_00054_3hop1__142044_538202_84283 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(11196,416)
  N=4 real_musique_hop_00054_3hop1__142044_538202_84283 seed=0 arm=reflexion: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(1931,318)
  N=4 real_musique_hop_00054_3hop1__142044_538202_84283 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(4430,750)
  N=4 real_musique_hop_00054_3hop1__142044_538202_84283 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(1931,318)
  N=4 real_musique_hop_00054_3hop1__142044_538202_84283 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(4276,884)
  N=4 real_musique_hop_00054_3hop1__142044_538202_84283 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(3862,587)
  N=4 real_musique_hop_00054_3hop1__142044_538202_84283 seed=1 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': False} all_resolved=False n_resolved=1/4 tokens=(3915,825)
  N=4 real_musique_hop_00054_3hop1__142044_538202_84283 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(11196,416)
  N=4 real_musique_hop_00054_3hop1__142044_538202_84283 seed=1 arm=reflexion: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(1931,318)
  N=4 real_musique_hop_00054_3hop1__142044_538202_84283 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(4430,750)
  N=4 real_musique_hop_00054_3hop1__142044_538202_84283 seed=2 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(1931,213)
  N=4 real_musique_hop_00054_3hop1__142044_538202_84283 seed=2 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': False} all_resolved=False n_resolved=1/4 tokens=(4177,699)
  N=4 real_musique_hop_00054_3hop1__142044_538202_84283 seed=2 arm=full_regen: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(3862,497)
  N=4 real_musique_hop_00054_3hop1__142044_538202_84283 seed=2 arm=react: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(3915,1296)
  N=4 real_musique_hop_00054_3hop1__142044_538202_84283 seed=2 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(11196,311)
  N=4 real_musique_hop_00054_3hop1__142044_538202_84283 seed=2 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(1931,213)
  N=4 real_musique_hop_00054_3hop1__142044_538202_84283 seed=2 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(4331,598)
  N=4 real_musique_hop_00055_3hop1__63037_567566_84283 seed=0 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(1750,276)
  N=4 real_musique_hop_00055_3hop1__63037_567566_84283 seed=0 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(3871,423)
  N=4 real_musique_hop_00055_3hop1__63037_567566_84283 seed=0 arm=full_regen: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(3500,559)
  N=4 real_musique_hop_00055_3hop1__63037_567566_84283 seed=0 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3553,1092)
  N=4 real_musique_hop_00055_3hop1__63037_567566_84283 seed=0 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(10110,374)
  N=4 real_musique_hop_00055_3hop1__63037_567566_84283 seed=0 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(1750,276)
  N=4 real_musique_hop_00055_3hop1__63037_567566_84283 seed=0 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(4025,792)
  N=4 real_musique_hop_00055_3hop1__63037_567566_84283 seed=1 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(1750,276)
  N=4 real_musique_hop_00055_3hop1__63037_567566_84283 seed=1 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(3871,423)
  N=4 real_musique_hop_00055_3hop1__63037_567566_84283 seed=1 arm=full_regen: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(3500,512)
  N=4 real_musique_hop_00055_3hop1__63037_567566_84283 seed=1 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3553,1092)
  N=4 real_musique_hop_00055_3hop1__63037_567566_84283 seed=1 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(10110,374)
  N=4 real_musique_hop_00055_3hop1__63037_567566_84283 seed=1 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(1750,276)
  N=4 real_musique_hop_00055_3hop1__63037_567566_84283 seed=1 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(4025,792)
  N=4 real_musique_hop_00055_3hop1__63037_567566_84283 seed=2 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(1750,231)
  N=4 real_musique_hop_00055_3hop1__63037_567566_84283 seed=2 arm=self_refine: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(3860,510)
  N=4 real_musique_hop_00055_3hop1__63037_567566_84283 seed=2 arm=full_regen: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(3500,464)
  N=4 real_musique_hop_00055_3hop1__63037_567566_84283 seed=2 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3553,766)
  N=4 real_musique_hop_00055_3hop1__63037_567566_84283 seed=2 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(10110,329)
  N=4 real_musique_hop_00055_3hop1__63037_567566_84283 seed=2 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(1750,231)
  N=4 real_musique_hop_00055_3hop1__63037_567566_84283 seed=2 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(4014,745)
  N=4 real_musique_hop_00056_3hop1__84887_538202_84283 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(1796,263)
  N=4 real_musique_hop_00056_3hop1__84887_538202_84283 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(3950,610)
  N=4 real_musique_hop_00056_3hop1__84887_538202_84283 seed=0 arm=full_regen: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(3592,588)
  N=4 real_musique_hop_00056_3hop1__84887_538202_84283 seed=0 arm=react: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(3645,956)
  N=4 real_musique_hop_00056_3hop1__84887_538202_84283 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(10386,361)
  N=4 real_musique_hop_00056_3hop1__84887_538202_84283 seed=0 arm=reflexion: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(1796,263)
  N=4 real_musique_hop_00056_3hop1__84887_538202_84283 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4104,741)
  N=4 real_musique_hop_00056_3hop1__84887_538202_84283 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(1796,263)
  N=4 real_musique_hop_00056_3hop1__84887_538202_84283 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(3950,610)
  N=4 real_musique_hop_00056_3hop1__84887_538202_84283 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(3592,542)
  N=4 real_musique_hop_00056_3hop1__84887_538202_84283 seed=1 arm=react: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(3645,956)
  N=4 real_musique_hop_00056_3hop1__84887_538202_84283 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(10386,361)
  N=4 real_musique_hop_00056_3hop1__84887_538202_84283 seed=1 arm=reflexion: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(1796,263)
  N=4 real_musique_hop_00056_3hop1__84887_538202_84283 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4104,741)
  N=4 real_musique_hop_00056_3hop1__84887_538202_84283 seed=2 arm=direct: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(1796,238)
  N=4 real_musique_hop_00056_3hop1__84887_538202_84283 seed=2 arm=self_refine: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(3904,621)
  N=4 real_musique_hop_00056_3hop1__84887_538202_84283 seed=2 arm=full_regen: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(3592,700)
  N=4 real_musique_hop_00056_3hop1__84887_538202_84283 seed=2 arm=react: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(3645,1066)
  N=4 real_musique_hop_00056_3hop1__84887_538202_84283 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(10386,336)
  N=4 real_musique_hop_00056_3hop1__84887_538202_84283 seed=2 arm=reflexion: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(1796,238)
  N=4 real_musique_hop_00056_3hop1__84887_538202_84283 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4058,628)
  N=4 real_musique_hop_00057_3hop1__53690_161697_73916 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(1914,512)
  N=4 real_musique_hop_00057_3hop1__53690_161697_73916 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4609,1325)
  N=4 real_musique_hop_00057_3hop1__53690_161697_73916 seed=0 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(3828,866)
  N=4 real_musique_hop_00057_3hop1__53690_161697_73916 seed=0 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(3881,1151)
  N=4 real_musique_hop_00057_3hop1__53690_161697_73916 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(11227,719)
  N=4 real_musique_hop_00057_3hop1__53690_161697_73916 seed=0 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(1914,512)
  N=4 real_musique_hop_00057_3hop1__53690_161697_73916 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4763,1515)
  N=4 real_musique_hop_00057_3hop1__53690_161697_73916 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(1914,512)
  N=4 real_musique_hop_00057_3hop1__53690_161697_73916 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4609,1325)
  N=4 real_musique_hop_00057_3hop1__53690_161697_73916 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(3828,861)
  N=4 real_musique_hop_00057_3hop1__53690_161697_73916 seed=1 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(3881,1151)
  N=4 real_musique_hop_00057_3hop1__53690_161697_73916 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(11231,723)
  N=4 real_musique_hop_00057_3hop1__53690_161697_73916 seed=1 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(1914,512)
  N=4 real_musique_hop_00057_3hop1__53690_161697_73916 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4763,1515)
  N=4 real_musique_hop_00057_3hop1__53690_161697_73916 seed=2 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(1914,503)
  N=4 real_musique_hop_00057_3hop1__53690_161697_73916 seed=2 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4572,1373)
  N=4 real_musique_hop_00057_3hop1__53690_161697_73916 seed=2 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(3828,820)
  N=4 real_musique_hop_00057_3hop1__53690_161697_73916 seed=2 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(3881,1145)
  N=4 real_musique_hop_00057_3hop1__53690_161697_73916 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(11232,739)
  N=4 real_musique_hop_00057_3hop1__53690_161697_73916 seed=2 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(1914,503)
  N=4 real_musique_hop_00057_3hop1__53690_161697_73916 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4726,1326)
  N=4 real_musique_hop_00059_3hop1__53690_161697_49779 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1798,410)
  N=4 real_musique_hop_00059_3hop1__53690_161697_49779 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(4122,852)
  N=4 real_musique_hop_00059_3hop1__53690_161697_49779 seed=0 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3596,831)
  N=4 real_musique_hop_00059_3hop1__53690_161697_49779 seed=0 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3649,1211)
  N=4 real_musique_hop_00059_3hop1__53690_161697_49779 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(10552,656)
  N=4 real_musique_hop_00059_3hop1__53690_161697_49779 seed=0 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1798,410)
  N=4 real_musique_hop_00059_3hop1__53690_161697_49779 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(4276,904)
  N=4 real_musique_hop_00059_3hop1__53690_161697_49779 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1798,410)
